mensagem,odio
pai música alto mãe ligação vivo voz pqp estresse,1
achar incrível consideração pessoa doar pessoa enfiar consideração cu,1
Lembrar episódio Friends cara empresa Chandler trabalhar ficar esperar pra levar tapinha bunda chefe HAHAHAHHAHAHA ridículo,1
tóquio porrar,1
lixo,0
PIOR hipótese governo perder ignorar aumento arrecadação medida país perder vtnc jornas arrombar achar dinheiro bolso pessoa perda,1
rt rola grosso amp ladinhopiro,1
pqp mentir falar q ir sair família nd mandar festa mesmo ir crl,1
cabelo estar bonito sobrancelha estar feitinhaeu sinto maravilhosamas tbm minuto,0
rt escutar virar modinha,0
rt outro mundo vsf,1
rt pô tô pessoa ficar,0
bia perder biz branco de ela marcela desesperar atr ficar procurar achar q ter sofrer algum acidente vagabunda tar casa de ela comer espetinho VSFD MANO,1
lindo pra cacete mano,1
Mano vc conseguir escroto 30 eu vida,1
garota toxico vsf,1
mau parar rir kkkkmkkkk,0
ahhh falar coisa alemão útil vc pau cu,1
alguém van Gogh,0
caçar cagar pau,1
rt olhar ir chamar pra encher cu álcool bar casa alguém c,1
perder top 1 br campeonato tomar cu corporativismo,1
cacete kkkkkk,1
falor amigo homem tomar cuidado mulher confiar dizer mulher merda homem chamar mulher lixo Internet,1
cu bonito br,1
ser boy fofissimo q conheci mandar cancelar julho agosto vida 2019 pqp,1
pra caralho,1
kkkkkkkkkkkkk ate retardar,1
atualização mulher porra Atualizadaaaaa quanto rts deusa merecer,1
aff quase salário porra oculo,1
ilusão lixo neguin kkkkkkkkk,1
amiga ehr vibrador botar cuxereca controlar intensidade vibração app,1
analfabeto funcional pqp dizer modus operandi esquerda brasileiro burro,1
tmnc tbm pqp,1
vôlei feminino matar coração porrar,1
pqp olhar perfeito,1
putinha amante,1
caralho to tremendo frio puta merda,1
kkkkkkkkkkk pqp,1
abro janela pra ventilar fdp colocar fogo mato calor fumaça feder caralho pra piora tô Tpm naipe,1
rt tomar providência entenderemos conivente barbarie instalar,0
tubar x str29 jogasso porra,1
fcr parar cara feio evento,0
foto q tuitar belisimaaaaaa pqp caraljo,1
hino pqp borboletinha,1
bicho lindo porra tomar cu,1
rt foto,0
dia ir achar alguém ir amar pra caralho amar pra caralho demorar kkkkkk,1
rt namorado suavão vc puta bolar,1
bom trilha sonoro pra vídeo desconheçar,0
pq importar atitude gente lixo ai ai,1
Gabriel roncar p caralho vtncxx,1
vida vc tar avião caralho macho ficar berrar,1
feio msm gordo msm pau cu achar algum,1
1 semana ministro educação twittar comemorar agressão aluno twitter CARALHO gente acostumar horror,1
rt caralho xonar,1
torcida porrar,1
natália caralho,1
reclamar fuder,1
fod kkkjkjkk pqp,1
cadêr Juanfran carai,1
rt tar ter culto pracinha conseguir gritar alto q pessoal moto rock cantar rock pqp,1
esperar ansiosamente dia acontecer mudança de esse vida,0
rt parabéns consideração q vc enfiar cu,1
pessoa noticia apoiar bolsonaro pqp gente burro,1
querer pastel Couveflor,0
dia pra dormir pra caralho pq tar virado perdi hora terapia,1
kkkkkkkkr pau tóxico caralho,1
moleque ridículo mano,1
carai achar pra ve ta online tt,1
porra Sao Paulo terçafeira Mano ai,1
kkkkkkkkkkkkkk anão oc mau,0
cara juntar dinheiro comprar cu ser esperto juntar money,1
vc loco cabeça porrar,1
rt porra q nervoso qm ficar falar óbvio,1
entrar site vender roupa moda asiático citar nome puta parir moletom branco litra colorir quase 200 real kkkkkk roubo deus,1
vtmnc porra ta doidao levantar cabeca porra,1
chuva chato caralho,1
caralho mano treinar mordida cachorro ta dia difícil kkkkkk querer pegar dedo hj mano pra abrir sacrifício,1
kkkkkkkkkkkkkkkkkk ai pqp perfeito jeito,1
mn q frio pqp,1
n gosto d chuva d frio gostar porra casa pra várias louça kkkkkkkk,1
victor tar achar algum cracuda kkkk fdp,1
10 minuto final cara travesseiro pedir pro pai falar tar bola hora Coritiba tenso pra caralho defesa Prass copamos merecidamente ser arbitragem brasileiro,1
ano vei chamar amiga miga pqp trem falso hoje amigaaa miga migar amg amigo amiga amigo pra mãe,1
sol semana inteiro chegar semana chover ah vsf,1
la velho aprendam lidar porra consequencia ato to revoltado ate,1
oque falar enfiar língua cu,1
ficar seguir lixo chamar neto igual,1
penah gatar kkkkk bai cu passar,1
rt to imaginar cara menino ler cartinha pqp nao p eu,1
rt fala visaor igualzin kkkkkv,0
ser fodir gostoso delícia pau,1
rt amiga caralhoamiga cu rolar,1
engraçar convencer pessoa vc precisar entender tar oculto filme sentimento mensagem cena sofrimento mano pqp KKKKKKKK,1
sonho ir show djonga tomar cu fiquei arrepiar ver storie,1
acordar noite pau duro,1
colocar capítulo dia chorar novelão porra grazi vereno,1
diferença 5050 gente dominar Manaus jogar serie B time ridículo,1
igualzinho pqp kkkkkkkkkkkkk,1
caralho foto for,1
continuar praticar ginásio 3 ano continoo pau virar tripa xddd,1
Mano ficor triste tar acontecer kamaitachi falso crente ameaça morte pra de ele ridículo,1
Amora pq piranha guarda roupa tô falar eu amiga tô cama assumir piranhagem,1
rir fazer idiota hauahauahauauuauaha maravilhoso,1
porra thiago chatão arrumar piroca,1
PRECISAMOS PRA STF FEIRA AFASTAR DELTAN DALLAGNOL FRENTE LAVA JATO BRASILEIROS PRECISAMOS PRA STF URGENTE PRECISA UNIR LAVA JATO JAMAIS PARAR,0
rt novinho gemer pica primo hétero,1
gato gordo isadora morder filho puta,1
tb filho puta mau c mina,1
foda Mano rodrigo Santana ta certo clássico paz arquibancada pau quebrar campo,1
lembrar pimpolho Ahsusuusuaushsushaha,0
saber ir foder ano chegar kkkk q ódio,1
esqueci xingar porra caralho,1
bianca arrasar jogo pqp,1
GENTE TAVA SIRIRICANDO GARRAFA COCA COLA NÉ AI ENFIEI FOE TAMPA ABRIU AGR TO MIJANDO COCA FALAR PRA MÃE AJUDA CARALHO,1
precisar falar bonito feio,0
caralho foda,1
deus vejor palhaço,0
porra odeio tnc,1
rt tomar cu,1
eito porra,1
tar porra,1
Mano mae q propósito lembrar porra psicologo p eu simplesmente nao marcar,1
pqp kkkkkkkkkkkkkkkkkkk,1
sentir lixo tomar banho chuva,1
rt achar violência maneira certo p responder atitude irmão fogo racista caraio,1
marido alcoólatra vir falar beber tomar cu p,1
crush fudir ansel culpa estrela,1
gente querer mandar tomar cu,1
Homem cansar passar vergonha ne cara cara pau pro colega achar to afim de ele pq olhar pra Autoestima invejável demência,1
rt vagabundo achar mãe de ele filho esperto,1
probabilidade tomar dura pm mina,0
passivo sofrer pau negão Olha tamanho pau,1
juma épico,0
rt foda patinho feio hein,0
sr ministro pensar senhor ser tapado mostrar pro mundo inteiro ter ilusão senhor homem inteligente resto mundo enganei senhor un pau mandar presidente triste país BRASIL,1
q porra curso ehr velho,1
to shopping ai gnt tar passar Saraiva INCLINEI cabeça PRA VITRINE irmã puxar dizer livraria pqp gente,1
AAAAAAAHHHHHHHH Caceteeeeeeee porra voltar panelinha el Julgamento AAAAAAAHHHHHHHH Aaaaaahhhhhh,1
gente óbvio ironio né pqp,1
porra ehr,1
caralho foda kkkkkkkkkkkkk,1
surto sulista kkkkkkkkkkk shoraste,0
fiquei 1 ano ter insônia causa filha puta sequela,1
professora mandar mensagem pedir pra comprar livro tnc dinheiro pra ódio professor disponibilizar material aula cuzão,1
poxa achar q esquecer p almoço pqp,1
velho jogo ta vsf,1
Oficialmente Bar restaurante OFICIAIS torcida Palmeirense aprovar Att Diretoria,0
rt presidente matar cobra mostrar pau jornalista pular miudinho vivo,0
avisar sair casa pq sintar triste feio,1
kkkkkkkkkk porra ruim junto,1
rt querer 1 vida sair prova sentir q q caralhar,1
camisa time barato pqp,1
limpeza manhã sabado feira livre centro paulista,0
rt gata pra caralho,1
pra puta q parir toxo vo pagar doido tb porra,1
homem escrever livro pra mulher pqp q homem entender mulher,1
rt porra música desgraçado botar kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1
rt pra enfiar cu achar mulher submisso,1
renite chato vtnc,1
Chamem negro neguim mandem tomar cu digam puta esqueçam falar mocreia ah chamar mundo analfabeto funcional toxoplasmose acreditar terra plano pezao,1
putinha amante,1
rt ai amer rolê gente n ficar palhaçar tentar beijar dança ridículo rir pr caralho,1
Namora Gb planeta q gente nn namorar insistir pergunta idiota,1
rt distância pau cú,1
carai apaguar ficar 24k Mta q prestar canseir,1
êta time porra,1
amanhã meter sudas caralho,1
ai cara rebaixar tá fazer dinheiro escrever livro frase óbvio Escrever letra funk retardado escrever,1
dnv tar frio porrar,1
5hrinhas ausente pra puta parir,1
manoooo consigo parar clip kkkkkkkkkkkkkk,0
mulher nao falar siririca online porra,1
kskskskkskks pqp,1
rt dormir alcoólatra,1
saudade ouvir alguém xingar pessoa putaço buceta,1
liberar enquete música,0
querer levar rola,1
EVIDENTEMENTE CANALHA PETISTA DESCULPE PLEONASMO VOCE GILBEO DIMENTEMENOR VOTOU PT CLARO CEREBRO ENTENDE PESSOA SEJA QUERER HONETO PRESIDENTE AH VENHAS NETO JUDIA,1
falar oq mano cansei fala porra,1
abarrotar b banheiro tar fila horrivel ca gente contagem cerveja publico x acabar tambem buscar deixar x entrar y querer tambem z etc galera tar PUTA ter gente tar gritar gente,1
porra trabalhar comer razão mbappé,1
pai kkkkkk tomar cu,1
rt vontade fude putinha,1
perfazer tb pqp esquecer,1
rt tomar cu consiger vídeo jogo jump scare saber susto quase Morro,1
to nervosamuito nervoso pqp,1
ir levantar senhora levar lei Roubanet ir verificar postar caso ter ser beneficiada covardemente Brasil mamar teta morar Europa jogar pedra distância Traidora Volta Isaura,1
frio bixa brincar guerrinha agua,1
rt vcs 90 mostrar cu crlh,1
caralho hein,1
alguém falar feio pra caralho,1
Barbicha mendingo check Olheiras insônia check Cabelo knock off Justin Bieber check auge vida vagabundo,1
puto merda adorar Mark,1
vtnc dizer amigo varia plano pique la casa papel ninguém pegar,1
meme penguim mai caraio,1
tímido vsf,1
cocô instantâneo burro imaginar,1
falar seio vizinho mto gatar vsf,1
semelhança q ver,0
foda pqp,1
cu calça daniel kkkkkkkkkkk,1
militar tag falar resistência mulher ridículo,1
vejor algum vttrlvr tl,0
to ficar puto atitude nmrl,1
lindo pra caralho fuder af,1
rt kkkkkkkkkkkkkkkkkkkkk p caralho,1
blink tirar pau bts boca falar de ele próprio favskk auge,1
caralho n cansar bonito saco,1
caralho tô mto pqp,1
pqp,1
haver 1 ano fodido bom festa Portugal,1
rt dar rt em isto verdade sp gordo mm sincero,0
Sá pinto expulso autoridade nacional aviação civil consultar var,0
rt falar curso alguém fácil inteligente burro,1
rt vergonha conversar pessoa admirar puxar assunto ficor igual retardar,1
rt pqp falar dupla perfeitalindossss,1
dar mó pena viar,1
cara áudio sofia chorar pq querer comer sushi pqp kkkkkkkk,1
rt porra cara lua,1
pqp passar temporada inteiro ódio Khai bastar ceninha pra derreter ship,1
rt mau c4mren de ele pau enorme,1
hoje clássico PORRA hoje dia quebrar cadeira parede gritar GOL PORRA dia beber Stella fuder dia lembrar sair Série C continuar ser dia voadora rival mandar respeitar pai,1
cu gay kkkkk,1
dó menina passar inimigo achar bonito feio,1
alguem q pensar igual eu finalmente,0
rei leão mto desculpa pra gente idiota cinema cena simbar mandar pertencer,1
querer auto estimar macho hétero achar pau de ele maravilhoso planeta saber ficar clitóris KKKKKKKKKKK,1
jovem pqp jovem chato dms kkkkkkkkkkkkkkkkkkkkk,1
rt porra misterioso c tt trancar vc mandar liberar,0
dia chato p caralho,1
puto dor costa Mermao,1
Olhe rabo Dracula responda crime devolva dinheiro k vc corja roubar fdp morar ministro querido k bandido pt puxadinho cadeia,1
ariano mt maravilhoso caralho,1
bola tar literalmente rede fuder,1
racho viar trabalho Kskskks,1
to chorar horror pqp,1
jamanta rua hoje pqp,1
querer sair comprar roupa frio rolar,0
velho hj percebi q 4 q n fasso troxa cm algum garoto,1
feio kkkkkkkkkkkkkkkkkkkigual,1
rt fogo racista,0
ano 5º sacudir minion gui John so par eu hum John John cu bts,0
filha puta gostoso,1
rt mundo sofrer eh música resumir vida kkkkkkkkk pqp,1
amigo perfeito ok porrar,1
jurar q chamar ngm feio,0
ta errado seropedica feio homem lindo,1
acordar raiva pqp,1
começar sábado ter aturar fã político tomar cu,1
ai pqp professor lecionar semestre intimidar,1
lindo cr7 fdp,1
odeiar gente noção pqpeu ficar hora pé pq ter filha puta noção deitar porra sofá achar tar casa de ela,1
rt netflix q porrar ehr q vc cdz,1
fi feio hj tô parabéns piorar 3x,1
ah fds porra,1
td falso tnc,1
porra vcs arrumar algum pra 3 criança discutir tnc,1
bó pra Tóquio guriassssssssss jogar p caralho,1
tar fazer gordo tetudo procurar lanche pra aumentar pança nojentar,1
foda feio q sair casa,1
falar cara copiar ir ir chape caza Caza,0
snap Antigao q patrícia mandar agr kkkkkkkkkkkkkkkkkkk Vtnc,1
nao aguento sapatão unha deus custaaaaaaaaaaaaaaaa,1
cê tar doido kkkkkk cadêr respeito cpt kkk puta vc falar cara piranhaaaaaaaaaaaaaa,1
foder ai babaca,1
rt sorriso kit beijo to tremendo pqp duzentos ano esperar,1
kkkkk vc merecer babaca caia dizer menino Ney,1
rt puta merda perna desgraçado,1
tmnc ódio lixo,1
academia Cross fit mano to mttttttttt gostoso pqp,1
importar puta puta tbm sentimentoooo,1
acreditar ressaca ir banco velho sol caralho inferno vida,1
mamãe brigar feio falar mt porra,1
rt tomar cú acabar descobrir apaixonar min yoongi,1
deus inferno frio vtnc,1
rt menina usar pra aumentar estima façam mesmo liguar pra opinião,0
burra idiota caralho,1
sintar extremamente incomodar ja deixar causa caralho,1
rt mano bagulho q odeior mentira ent pra mentir porra,1
rt hello vida poderias obséquio mudar roteiro fdp n aguento mesmo merda caralho Sifude,1
caralho,1
vergonha cara muito pessoa gostar tranzo gostar tranzar moça Ataaaa,1
coisa postar motivo Surtaçao tô msm ir motivo p fdp kkkkkkkkkkkk,1
rt pedir pra puto chupar jeitinho,1
bêbado versão puta militante hoje ser puta amém,1
Namjoon conseguir acabar resto psicólogico sanidadeem 57 segundo amer homem perfeito pqpaté ler mano AMO NAMJOON,1
rt vc mt bb porrar tira sério,1
carai noob pra assaltar Europa gente cês brasileiro cês manjar malandragem,1
dia distante frase,0
pessoa retardar vida ir contar ver,1
caralho Wushsjaiiaiajssjs,1
filme preferer puta q paril chorar filme,1
olhar ir chamar pra encher cu álcool bar casa alguém chegar,1
bts grupo famoso mundialmente propaganda maquiagem USANDO maquiagem noção importância mandar masculinidade toxico foder basicamente mostrar maquiagem gênero mano,1
falar fuder ancaps,1
to soft pack pqp now unuted gossip girl pra eu,1
mano errar sentir prazer ver porrada caralho,1
casal feio Saramago,1
caralio cabelo tar lindo porra,1
porra sono morte massa,1
mina república dominicano lindo puto merda,1
hoje dia olhar espelho pensar caralho gatar,1
porra fiquei bêbado kkkkkk acordar ressaca hj,1
rt programa salvo desenho tô puto fiquei dia inteiro fazer,1
ver corpo alba puto parir Mulheeeeeer,1
comentar importar personalidade cu doce personalidade importar alguém achar atraente lol POUPEMME,1
nao ehr vcs saber ehr agr aquietem cu vcs,1
kkkkkkkkkk ir hot asked gringo chato,1
Gustavo Cuéllar viajar Salvador enfrentar Bahia treino sextafeira indicar substituto ser Piris Motta,0
kkkkkkkkmmkkkkkkkkkkkkkkkkkkkk fude folote cu ta arrombado buraco negro,1
serio voces gente acreditar imposto ruim serio tomar cu Subraça malditar,1
vc q parar achar q mãe fulaninha q q PQ N q vc n contar evitar PUTA DOR CABEÇA mt chato,1
affs acordar hj pra passar raiva pqp,1
luan encher lixo qndo contar kkkmkmkkk ai medo,0
ir procurar direitinho preço provavelmente irei comprar pqp pobre,1
ler volume Dororo hj so pq viado irmão ler hoje noite,1
lindamente foder,1
retardar,1
rt pra namorar comigo entender espírito safado idiota,1
rt nao engordar porra,1
mano fase ehr esquisita pra caraio,1
morte separar caralho gente boda inferno amor,1
farmácia comprar parada Henrique ter comprar mamadeira tbm perder de ele sair pegar ter Flamengo 40 cheguei casa ví porra n acreditar preço nmrl,1
lindo pra caralho,1
hoje tornei paulista comi pastel feira,0
rt ridículo abrir mão libertador passar hora assumir time sozinho,1
gay putinha Aborteira rs,1
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk vsf,1
kkkkkkkkkkk Pinto bolsominio,0
tô resfriado viar kkkkk,1
tio ficar causa gente idiota incrível,1
rt ir receber bolsa causa corte tomar cu,1
rt gajo fofo mm ya kkkkkkkkkk feio,1
caralho tar esperar BEIJÃO PQP VI JOGUEI CHÃO TÔ CARALHOOO FIQUEI ARREPIADA TÔ VENDO VIDEO 20 MINUTOS PORRA NAMORADINHOS PRA CARALHO PORRA QUASE DESMAIEI PORRAAAAAAAA,1
amer Petros Sol coração balançar sonhar SP formar time vencedor jogador sangue olho PQP,1
to empacado merda pq filha puta nao responder kk fodase confiar ninguem,1
rt meter putinha gostar cuzinho gostoso,1
puto merda pra eu,1
boiola,1
Erro de esse Mina achar q Belo corpo trocar pq achar alguém q fizer feliz Idiota msm,1
botar remédio porra bebida irmão otário,1
Jean willis comer brigadeiro panela colher pau auge,0
d outro planeta nd vc eh mongol msm,1
caralho mto,1
Jkkkkkkkkk tar bom mongol postar,1
cara mecânico gente impedir ser desonesto gastar dinheiro Sfs ver negócio tar feio,0
2017 davy chamar monica caralho too,1
ba cair ônibus hoje pai cocao Kakakka vsf,1
gENTE SÉRIO q demência levar pessoa falar coisa Kkkkkkkkkkkk aliás rESPEITO RAINHA GINA DIVA,0
verdade feio desculpa dar vontade companhia 2030 tlg ai chamei Arthur ultimo hora vir n ter sair casa 1 pé pra fumar,0
aprender fritar ovo porra broto,1
pq amor vida CARALHO INFERNO GAROTA LINDA PORRA Olha ok aff perfazer,1
eu agosto poder durar 7 pra adiar caralho,1
entender retardar,1
mano cara quase cabeça queimar porra secador praticamente encostar em ela,1
4dd fuder,1
admirar ngm ir pra branquelo foder,1
sulista aberração,1
pleno 2019 vagabundo achar maneiro corrigir português Internet,1
tomar cu filho puta ódio cu porra,1
caralho cabelo lindo dms,1
fdp rápido,1
ah mano entrega grátis pqp preciso vida hahahah,1
pq n nasci homem porrar vida fácil,1
x n fi so brabar q,0
p q p briga feio,0
olhar ovo cobra fascismo presente realidade brasileiro encontrar cu quentinho pra chocar,1
negar pqp sonho,1
mau mundo ressaca vsf,1
rt absolutamente ninguem psicologico funkeiro,0
dor cabeça jamais ver pqp,1
tô ligado 220 pqp,1
rt safado botar primo novinho pra sentar pica,1
ansioso saber,0
rt Marcelo caralho enfiar pastelao cu,1
eo demoniooo filho puta to rir n,1
so louca casa familia resgatar porão pq mãe de ela ter abandonar tar super franquinharecém nascer ta gordo super insuportável por amar achar tbm amar,1
mãe irritar jeito conseguir tomar cu,1
amar pra caralho nal inimigo ent recíproco tbm amer pra krlho,1
joelho tar doer pra cacete,1
ir porra virar puteiro ficar 4 ficar 4 tooma,1
juvena tenso,0
ir esforçar pra conseguir recuperar jogueer lixo,0
manar irmã criar mãe pra mandar figurinha rola cu buceta sair ta putaça,1
ressaca porra,1
rt caralho olhar 699 preciso,1
turma terra plano falar existir espaço tb burro junto,1
gay gostar blackpink escolher doença buceto nao gay n dizer n gostar blackpink aguentar mesmo musica,1
porra fds frozen,1
acalmar filho puta tar latir,1
kkkkkkk vir peixeiro porra,1
pqp Anne salvar noite,1
mesa ferro fuder,1
tô ver tempinho foder,1
canalha,1
ficor puto ler idiota falar merda desgraçar,1
rt eae dia lindo p fuder doidão lançar,1
vc ver presidente Votei 17 pra problema cambada jornalista Brasil Fuck Them,1
quase matar nego kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1
caralho pq n tao ir tweet,1
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk vsf mt,1
ficor sorrir boba pra video aguentar,1
gostar de esse sobrinho tio Sandro povinho uor,1
rt nome porrar q aniversario hoje so acabar 1200,1
rt tbm kkkkkkkkkkkk hariany ir,0
triste suficiente pra resumir alguém aparência ignorar fato puta ator incrível kkk penah falar bill lindo pra caralho,1
voltar dor maldito,1
rt de aí precisar cpf falar pica sonso,1
rt feio gente sair revista kkkkkk,1
ótimo ideia,0
rt dia feiopartiu dormi dia,0
rt puts homem super babaca homem lixo,1
macaco veia,1
Brasil porra,1
ser amigo pra avisar tar feio,0
desmontar porra pia começar esguichar água registro fechar fechar prédio inteiro gastar muito água né profissional decente consertar hahahahahaha,1
deus odeiar pra caralho,1
hoje combo irmão vodka energético tar tchara saco porra cara KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK,1
puta parir ser difícil pontinho interrogação,1
ponar barro lasco lama amasso maldito,1
dia Singed fuder febre,1
ata feio mentir saber,0
puto merda show metallica semana prova provavelmente foda,1
prefiram responsabilidade porra camisinha,1
porra brabão sair pra comprar roupa chuva,1
porra medo distrair mano dar sorte kkkkkk,1
chato sinto chorar ficor puta,1
sair tchuca p gostar puta,1
friaca porra aaaaaaa,1
merda ein pqp,1
pqpr em esse nego divulgar bar Rosa baile,1
sair hoje irei ficar online reclamar twitter vsf,1
Mano fiquei hora pra achar porra bicho mds céu sogro achar kkkkkkkkkkkkkkkkk,1
pra acreditar q casal sapatao,1
garota hora to ouvir puta merda,1
maldito expressão corporal,1
rt mentir,0
Internet oi lixo,1
puta parir esqueci fone casa ser ficar cara cu,1
rt sto lindo pra caralho,1
tnc rapa tô comer,1
natália caraio,1
fanservice usar mjolnir voltar pra acabar Peggy construir atitude ridículo diretor Steve JAMAIS fazer,1
mulher incrível arranjei pqp,1
qu3 lembrar sonhei porra nojo,1
rt Grt fdp kkkkkkkkk,1
q cheirar comida pqp,1
cara pau desrespeitar constituição federal dia,1
rt cara caralho finzinho pra vcs,1
Buffarini Ivan Piris ex lateral grande desarmador Libertadores 2019 Buffarini ficar grande desarmador Paulista 2017 Brasileiro 2016 desarme Libertadores 2016 2015 2014,0
caralho kkkkkkkkkkkkkk mae axo so Messi,1
puta orgulho torcedor Bahia clube alegrar vitória esportivo olhar time tar capengar,1
ma porra cara p carai,1
porra to acabado n vo dormi nao,1
vsf namoral,1
seriao ódio esmerar pra trabalho ui tô puta,1
caralhosensacional,1
parabéns flor,0
humano comer peixe tbm humanos tartaruga comer peixe pq natureza de ela humano PQP MANO MONSTRUOSIDADE VOU CONSEGUIR DORMIR HOJE PQP OLHA oUTRO VÍDEO PRA LIVRAR MENTE PESADELO,1
Pronto Política Corinthians né fechar estrada botar fogo pneu depredar agência bancário fechar paulista virar Viatura Polícia ato acostumado Corinthians,0
tô sentir gordo vo comer,1
canalha,1
mermão dia caralho hoje dia clássico rei,1
KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK FICOU FUDIDO,1
rt apostado friburgo pqp,1
rt enfiar faca fudido filha,1
sla mano corinthians poder pagar 1 milhão dever trazer valer salário,0
rt inês dmss,0
Mano to puto net,1
rt mano pensar eu pra galera feliz mover palha p aaa v,0
caralho acordar derrotar gripe,1
querer ficar casa semana inteiro porrar tar difícil,1
smp bagaça bolso ligar pra porra,1
tô morto pqp,1
passar caralho,1
rt nenhum ap 50 pila aluguel tomar cu imobiliária tóxico crl,1
buceta pq vc tar chorar,1
xingamento dia patife,0
caraca ninguém maltratado fo pqp,1
raiva pqp,1
1 semana comprar sofá lincoln quase quebrar cú ferro,1
sério gente imaginar neymar ser treinar jorgito pqpo negar ir jogar fino bola,1
hahahahaha caralho sentimento,1
ter barrigão tar gato puto merda,1
ir pro baile ficar paradão infelizmente jeito Ficar requisitar ficar igual mongoloide suar feder baile respeitar curter baile pra crlParar beber,1
ehr vídeo favorito Internet,0
rt precisar tutorial pra lei feminino senso kkkk,0
caralho perfazer,1
Santana filha puta hein,1
vagabundo vagabur,1
cu exagerar,1
nao passar vagabundo filadaputa covarde,1
porra aaa simmmm,0
vacilar buceta q to segurar celular entror Buso pq medroso,1
prefiro foto perfil curious tb beijar pra caralho ah mesmo pessoa relaxar,1
rt passar caralho,1
preferir pau fino pequeno grosso grosso prefiro homem ba desmecessario,1
frio porra,1
burguesinha nao realidade,0
pau morar frente cu comer tar duro pedir dinheiro,1
alguém vídeo chansoo brincar negócio verde negócio verde virar pau,1
caralho,1
tar dms p vdd dor chato porra,1
caralhar q beijo gostoso filha puta,1
iluminar mundo inteiro porra,1
carai neguinho fude,1
dia seguir mandar cobrador tomar cu mentalmente,1
olha prefiro vídeo porno podre igual Bruxinha baixo nojentar coitada rede social acordar bicho entrar queimar adiantar sustentar personagem pq público besto,1
mds chegar igreja casa mãe n tar n oq falar acreditar em esse coisa cu tar mão achar q educada sumir,1
olhar falar lixo,1
att deus ir morrer mru deus to bom capítulo anão,0
caso Elizabeth Moss crescer cientologia pq pai de ela fazer julgar pq ninguém coisa passar religião,0
feio bonito né Kjkkkkkk amor,1
saudade bixo,1
vsf kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1
ae caralho to arrepiado,1
época Reforma Previdência mundo meter pau PSL subir Tagzinha pra descobrir ter opção fruto acordo ir cair erro prefiro esperar,0
porra n separa nao pq mds cachorra loco,1
pique gol meti associação,0
cara burro q conhecer,1
achar rolar hein pq pessoal achar correto,0
suporte feio peixe podre janna,1
distância pessoa moral duvidoso caralho nojoooo,1
ridículo raissah,1
q tira Selca pôr q seokjin q mandar porra mamãe amar tudu vcs anjo,1
preciso moletom,0
fuder lindo d,1
coragem msm conseguir sair casa frio p curtir noite carioca,0
tô igualzinho mc poze ligar pra porra,1
pra q acordo pra porra vida,1
perceber vc triste agradar alguem lixo,1
Porraaaa coluna doer p crl porra,1
rt pizza r 6000 pizza médio r 5700 ô amigo ir fuder,1
rt domingo rolar normalmente rs,0
Arrio menino falar us guri jkkkk ridículo,1
puta bolar manhã,1
agonia caralho kkkk,1
fdp olhar corno desgraçar,1
puta merda hein caralho foder namjoon amer,1
entendir porra acertar galera ameiiii mundo fodaaa,1
lixo petralhar boquinha acabar quebrar falir ir rir chorar petralha,1
achar foto ter piercing peito kkkkkk bater fogo cu p furar dnv,1
pqp kkkkkkkkkkkkkkkkk,1
odeier rico tomar cu diinheiro,1
bolsonaro vingar globo folha Paulo lixo,1
gripe achar pqp,1
pqp q calor infernoo,1
comida forno puro burricedemora fritar cozinhar panelagastar dobro gáspqp pq mãe insistir em isso,1
ai pronto matar ódio porra gato dormir perna pra mexer acordar,1
krl pra inventar sair casa tar frio pra porra,1
chato porra,1
to puta q n com si canta rap lord inteiro q caraio,1
porra q ressaca,1
amer caralho entendam ta,1
q consideração enfiar cu,1
tesão delícia cacete peludinho,1
saudade msm torta carla pqp,1
porra sono gostoso mano,1
calmo viadinho,1
kkkkkkkkkkkkkkkkkkk maldito mlk,1
tomar cu tô puto,1
gente qq vcs pato apartamento pato cagar pra caralho cês noçãoooooo,1
assis andar postar role kkkk tar enganado vsf uahsusha menina caseira,1
inferno mulher bicho,1
olhar jeito torcida cara torcer pel9 amor deus perder p so bater vtnc,1
rt fogo cu vontade sair casa ser pra comer pizza 10 fumar arguile perfeito,1
mae infernizar vida pra estudar ai colocar videoaula çaporro Internet n rodar pau vontade tacar fogo,1
pqp passo raiva livro,1
rt puto merda ja ehr lindo cantar musica levar coração,1
pedir achar copo térmico fisioterapia caralho jf qnd chegar loja acabar 2 dia,1
br mobilidade tomar cu,1
tô ler dia david levithan pqp perfeito,1
