mensagem,odio
nariz tah crescer impressão,0
inúteis faltar,0
Pqp comunista fdp,0
show horror kkkkkkkkkk puta parir,1
q livrar,0
Caiu desgraça PSL TR CUIDA,0
Foto pesar slc pesado quilo condenado lula,0
rir fazer condenado Haddad,0
vim ler choro gado,0
pilantra FDP,0
Aceitar comentário Minions grandeza absoluto voto eternamente,0
Cruz credo inferno,0
roubar tbm bandido,1
comunistinha lindo,0
tipo graça vergonha,0
Fernando Globo negociar demônio acontecer MUNDO espiritual alguém cortar macumba Globohoje astronauta morrer comuniquar partido Esquerda B BRICS falar ocorrer Mahasiah Amém Globo Biscate,0
contar Globo Mandou Roubar TV Cultura,1
otario merecer corretivavamo homem língua sova em ele chicote umbigo boi ficar mole chão aprender respeitar pessoa vpide comparar oessiasy ser família de ele,1
KD mídia defender mulher ativismo verdade válido turma petralha,1
entendar democracia imbecil escrever autoridade prender processar falar q ninguém Absurdo,1
Caralho jornalista desgraçar,0
vergonha pseudo ptistas permanecer impune STF câmara senar chegar canalhice,1
absurdo deus ditadura neguinho ir pro xilindró ninguém,1
Ridículo Jornalista gente,1
respondido carniceiro imprensa marrom brasileirao silêncio bom palavra bastar entendedor globô bolixoUol,0
imprensa abutr mau ser pagar dinheiro público dinheiro ONGs facção político criminoso disfarçar partido político mau,1
tristeza pessoa cruel dever chamar jornalista,1
Divulguem nome jornalista levar Justiça cadeiar em ele,0
texto enojante pessoal esquerda tar mau,1
babaca responder processo sinistro tirar cueca miserável ordinário de esse,1
tamanho respeito Canalhas,0
imprensa podre Ministra Damares protegir Deus,0
nojo jornalista escalão ser mãe irmã etc lixo precisar conhecer,1
carta capital super esquerdista comunista malSomos Damares,0
Calem covarde canalha trabalho Avante Ministra Damares,1
solidarizo senhora ministra escrever completamente desprovir ética decência indoli moral lixo sociedade trazer com si educação receber próprio progenitora,1
repugnante matéria indivíduo precisar processar,0
nojento chegar imprensa esquerdopata Tá hora descarregar processo de esse psicopata,1
nome imbecil machista nojento babaca Sra MINISTRA q mulher poder encher caixa mensagem de ele bom postagem jornalista idiota merecer conhecer força mulher,1
carta capital revestinha banca sórdido,0
mente cara durar devolver dinheiro roubar aposentado,0
gostar teatrinho de ela,0
Homem canalha vergonha,1
ir algum acreditar plenamente q verme nao humanogostaria nome fdp,0
atacar pessoa fama pra aparecer Ministra Atacar jornalista Augusto Nunes apoiar outro canalha americano,1
imprensa juda,0
babaca falar Ministra querer q ser Doidinho mamadeira piroca,1
bandido pagar caro ministra mulher,1
Maldita imprensa esquerdopato,0
verme q escrever dever punidosem ética moralum verdadeiro imbecil,1
ministra nome pra saibam covarde processeo imediatamente,1
absurdo estar viver Brasil perguntar processar idiota ofensa moral Ministra Esperimenta xingar funcionário público porcaria repartição público vc parar ofender presidente auxiliar poder aceitar,1
demônio esquerdista carta capital escória jornalismo,1
Manda prender babaca,0
Chamar vagabundo de esse dd Horn,1
Ministra Damares Senhora mulher lindo abençoar Deus abjeto tentar atingila imundice peculiar Continue humano iluminar irradiar luz passar competência estabelecer aceitar doar menoskkkkkkk,1
fdp ter ficar cela criminoso mulher haver tempo,1
esquerda precisar criminalizar Brasil demônio,1
retardar audiencia jornal lixo de esse,1
revista podre rato esgoto imundo leer,1
mulher respeitar Damaris Continue firme propósito permitir cafajeste troglodita faça sentir Ignore pessoa merecer compaixão,1
falar global sair armário desejo hora ter intervir botar merda pau,1
Triste ouvir mídia podreaindo jumento perguntar sair governo CARO JORNAZISTA pra pqp,0
texto plano vídeo desesperar ávido dor profundo perder urna imbecil de esse merecer belo processo belo investigação devastar vida jumento de esse jornalista lastimo categoria profissional denegrir infame,1
processar escrotoenergúmenomente captoimundoporcoem nome mulher Brasilprocesse,1
direto moral Processe canalha,1
triste esquerdista doente faculdade formar jornalista éticacaráter pudor,1
Deviamos invadir insta carta capital falar oq merecer lersentir angústia palavra ministra Damaresestou contigo,0
RESPEITO extremo infeliz repórter JUSTIÇA IMBECIL,0
vagabundo safado,1
ministra filha Deus altíssimo assustar filho satanás barulho Vc coberto sangue cordeiro ficar paz querer Deus luta pra guerreiro mandar Ser forte tema,1
haver limite desumanidade mídia opositor perverso cheio raiva deboche felizmente muito fibrase recompor volta incisivo justo necessário esquerda ato criminoso,1
gente criminoso chegar punir dó indivíduo alma estragar contaminar pessoa,1
náuseas ouvir texto jornalistavagabundo,0
nome jornalista divulgar passar vergonha,0
Deus vergonha de esse ser travestido humano cria lucifer explicação,0
cadeiar pra reporte meia tigela,0
AGR algum coisa canalha atacar ministra palavra,1
Ministra especial mulher Deus dr Deus demônio odeiar pessoa atacar instrumento demônio pra atacar Descansa Senhor,1
terror deus desumanidade homem ouvir alguém alguem ousar contratar servico jornalista alguém q igual alguém asqueroso desumano cristofobico,0
Jornalista asqueroso,0
Jornalistas babaca Damares,0
INDIGNADAAAAAAA ir pararrrrrr Ahhhh ser algum petista Maria Rosário imprensa marrom ter fazer balbúrdia ACABARRRR,0
absurdo colocar verme cadeia aprender respeitar mãe de ele pq atacar mulher atacar proprio genitora vergonha deplorável,1
hipocrisia terrivel questao jogar cara esquerdopata q atacar ministra,1
idiota dar faca queijo Ministra Damares processar lo Kkkkk,1
engulho covardecanalha escrever Ministra querido Amandaele dever entregar mulher er massagem de aquele em ele,1
ESCREVEU IMUNDÍCIES REPUGNANTES PUBLICOU DEVERIAM ENTREGUES PRRDID,0
Vergonhosa falar carta capital desrespeitar MINISTRA Damares FORÇA MINISTRA,0
Jornalistas abutr cruzar porco Chafurdam lama,1
absurdo ai feminista esquerda achar bonito,1
agressão moral ministra Damares fazer certo incomodar esquerdopata caráter imprensa marromcocô manifestar governo JUSTIFICA agressão mulher bom ministra direito humano Brasil,1
esquerda è desprezível,1
respeito Ministra indignidade imprensa sujo perseguir violento,1
Jornalista filho demônio comunista,0
profundo empatia solidariedade ministra Pq bosta achar direito sair ofender pessoa jeito,1
assustador esperar ficar precisar processar verme canal denunciar excelente ideia processar endurecer lei cumprimento de elas,1
canalha horrível ser,1
Imprensa nojentar manifestar esquerda né,1
Carta Capital lixo,1
Deusque abominável Jornalistaforça ministra estar senhora,0
mídia brasileirae podre moral éticaestrume noticia,0
vergonha ė jornalista ė psicopata preste sair armário expressar texto brincar estuprador potencial,1
imundo achar moralista conduta correto de aquele imoral achar gente fundo medo abrir bíblia pq vida pecaminoso Pobre coitado espírito amor,1
imprensa podre,0
imprensa globalista superar inescrupuloso,1
papel ridículo prestar caber processo jornalista asqueroso doente nojento,1
imbecil esvrever,1
imprensa lixo dever entrevista Nojooooo,1
deus coitar respeito gratuitamente esquerdalha sujo jornalista lixo realmente CATEGORIA,1
falar ser homem passar rato esgoto safado jogar esquerda nao importar qué directa esquerdo ofença crime continuar sier afinar ser sito imundo comunista total direito ofender ser jamais ofendir,1
safado responder justiça porrada ser pegar rua,0
imprensa asco,0
imprensa imundo,1
colocar jornalista cadeia,0
feminista amar Defender interesse mulher irmã Falsas,1
dizer Sra idiota ficar paz coraçăo puro,1
Ridículo jornalista pervertir Processo neles Ministra,0
imprensa sujo nojentar criminoso estar farto,1
Canalhas,0
lixo servir jornal cachorro xixi,1
processar vagabundo ficar embate processo pronto,1
Marginal safado,0
processo em esse nojento,1
revista categoria servir pra fogueira,0
imprensa podre jornalista doente mental capacidade exercer escrever artigo vergonha próprio jornalista ficar país,0
Revistas política brasileiro carta capital vergonha nacional lixo puro,1
triste estúpido q unir covarde,1
mulher merecer respeitar jornal Esquerda hesitar minuto massacrar mulher,1
jornalista homem cafajeste crápula bicho ruim chifre rabo garfo pata ABUTRE microfone mão achar mãe de ele respeitar mulher senhora,1
idiota SILÊNCIO,1
pro ordináriopois acostumar agredir mulher nao to falar so nãosão mulher geralar eskerda axar qe mulher direiraqe so mulher sofrer agressãoele monstro disfarçar Jornalistaimagino oqe nao falar pra esposaonamoradao ser la oqe forespero qe amiga familiar cidadão passar ter passar,1
Misericórdia monstro escrever podre prender retirar urgente sociedade monstro,0
canalha pagar,1
esquerdopata chamamr mulher maluco inveja,1
TJM CARA COLEGA FALA SRA MELHOR ESCREVE MERECE MUITA PORRADA CADEIA PRA ESTRUPADO MONTE CARA,0
Jornalistas podre,0
endemoniado inferno,0
consiger acreditar canalhice de eles atingir nível,0
imprensa imundo precisar varrido país mão,1
Gente cara envergonhar Satanás,0
palavra CANALHA,0
Amada Damares colocar nome maldito poder monstro ir pro inferno IMPOANTE ESTAMOS SENHORA MINISTRA DAMARES dia passar Apaixonada Presidente Bolsonaro equipe,0
nojo imprensa,0
gente defender insignificante escrever energúmeno possuir merda cabeça,1
absurdo porco dizer Tenta colocar posicionamento palavra inacessível pessoa pensamento inapropriar agressivo tóxico porco irresponsável intolerante,1
,0
falar imbecilidade amável ministra merecer perdão,0
HIENAS carregar perversidade nenhum respeito dor passar lixo merecer querum atenção Tamo senhoraministra estar,1
falar tamanho asneira amável ministra homem animal Deus abençoar missão,1
pessoa escrever treva Jesus ter piedade dia chorar lágrima arrependimento,1
triste pessoaque desempenhar trabalho garra coragem profissionalismoser atacar maneiraSerá queessa figurar torpeque jornalistanão pensar atacar mulhercom palavra desprezíveisestar atacar todasComo Ministra Damaresé ridículoé feioé chocanteMuda Brasil,1
Carta Capital lixo Escrotos Amados Vagabundos Ordinários Salafrários Dementes Demôniose ficar dia escrever vcs fdps,1
perguntar processar tornar vida de este publicação inferno absurdo regular senhora direito defesa ministra Pese enquadrir marginal lei amparar mulher fizer gente ficar passar raiva solidarizar senhora acabar imbecil acabar sair vitorioso acontecer impunidade Deus abençoar fortaleça,1
repugnante ficar tratar ataque pessoal Ministra,0
feitor queimar zinfa inferno raça vibora,0
gente amor Deuscadê feminista servir pra colocar peito foraporque ministra denunciar jornalistaele ofender profundamentena verdade ofender mulheresque absurdo homem falE pra mulherministrase começar denunciar lixosele achar tudoeu sentir agredido Leco escrever,1
horror cadeia pra canalha,1
nojo imprensa nacional,0
M I S R Á V I S pagar hora chegar,0
puta merda covarde forte pra aguentar pessoa valer Força ministr,1
escrever ministra verdadeiro bicha enrustir tremer cortador madeira furico,1
cara escrever matéria taca verme Bater em ele perder casa Prender cadeia soltar estuprador aprender,1
solidariedade mulher guerreiro representar cidadão,1
mesmo mente canalha chamar lula mulher,1
Liga Ministra Senhora admiração respeito brasileiro processar crápula nojento,1
DEUS horror esquerdopata saber RESPEITO,0
nojor cachaceiro falar,0
q prender marginal,0
louco pedra voltar pra cadeia URGENTE,0
Lula agitador prender novamente quato,1
criminosso vagabundo presso,1
canalha Lula,1
rato descarar,1
ir desistir ir continuar luta corja governo garra Desistir jamais,0
fiquei triste liberdade molusco ver ficor feliz brasileiro entender representar partido líder pedir violência chamar herói nacional bandido enfim molusco arrendar Deus salvar alma,1
bandido corrupto pensar lição moral imoralidade verdadeiro desgraça humanidade Acordar pequeno parcela cego surdo enxergar realidade segue firme presidente Bolsonaro,1
único lula provar apodrecer cadeia estar milionário roubar,0
Governo milícia,0
Lulalixo nojo ouvir cara,0
cara escroto besto fera pessoa,1
DEUS VERME CALAFO,0
besta humano câncer País q voltar p jaula urgentemente vivo presidente Bolsonaro,0
segura velho tar vedado,0
Lulaladrão NAO impressionar HaddadS conhecimento estudo ouvir boboseira apoiar nojo,0
Bolsonaro nao abrar mão im bêbedo presidiário solto Sr Lula lavagem cerebral pobre espírito,1
Brasil Lula Psicopata,0
psicopata cara pau pessoa carente pra roubar nação,1
canalha Lula,1
Idiota luladrao Lula prisão,0
Continua canalha terrorista SempreSe ter colocar molusco prisão comum duvido estar,1
Incitando ódio guerra vandalismo,0
Lula doido consiger entender gente crédito,1
Louco louco Prendam desequilibrado comunista,0
Lula canalha,1
ta precisar internar normal lixo,1
carniça podre praga fome dinheiro público roubar,0
fizerem conseguir outro escutar medinho bando bunda mole,0
Trancafia baderneiro,0
discurso cretino ladrão corrupto,1
esquerdopata amarrar amordaçado vencido destruír Nome Senhor JESUS CRISTO AMÉM AMÉM,0
cara ter q preso presídio d segurança máximasem Internet p falar m,0
homem louco,0
dever soltar marginal inimigo pátria,0
Lula vagabundo bandido,1
estar junto homem inútil baderneiro,1
cara vagabundo,1
Aras demonstrar petista defensor Toffoli Lula livre Bolsonaro tirar cara PGR traíra,1
ir aguentar ladrão solto incitar terror,1
Velho comunista safar,1
cara excitar violência acabar sair cadeia palanque fazer política confiança bolsonaro dia aumentar,0
entendar prender imediatamente incitação violência passar livre pior Nação,0
verme lula monstroquem pra ousar pronunciar nome Juiz verme discórdiaguerrasangueQuar vermerato esgoto voltar pro apodrecerIsso solto perigo pra sociedade,0
voltar cadeia incitar violência cambada de ele,0
mau mundo mestrado economia milho,1
voltar cadeia cela perder chave,0
Bandido NOJENTO asqueroso,0
vc velho filho puta lutar coisa começar andar,1
CANALHA SAI CADEIA 10 MINUTOS DESPEJA ÓDIO AGRESSÃO CONVIDA SEGUIDORES ATACAR GOVERNO PRECISA RIGOROSOCOM VAGABUNDO SAIDINHA REPAREI PRESENÇA FILHOS RECEPCIONÁLO,0
canalha luta vir lutar pra passivo Chile Argentina ver verdadeiro filho Brasil fugir luta nojo imagem de ele Vagabundo Ladrão,1
absurdo muito petulância presidiário,1
criminoso vir pronto,1
prender incitação violência bandido,1
canalhabandido falar recuperar país destruiuar idiota gritandodeve bêbado,1
MISERAVEL ELEQUE GUERRA SIVILNO BRASIL FICAR PRESO INFELIZ,0
estar junto bandido terrorista,1
ninguém crápula indignado,0
Ladrão Fdp,0
VERME ENGANA JUMENTOSE MENTE CITA BOLIVIAPOIS LAÉ AGUENTAVA AMIGUINHO DELE FERRANDO NAÇÃO MOTIVO BRASILEIRO EXEECITO CRIAREM VERGONHA CARA TOMARMOS ATITUDE LIXOS,0
acontecer marginal culpa safado stf,0
população prevalecer PETRalhasse ser baderna ir responder altura,0
infelizmente aínda existir pessoa cego enxergar verdade crápula voltar pra terminar destruir país suficiente pra acordar glória Deus vida Bolsonaro conservar muito saúde pra dia mudar trajetória país,1
Cadeia verme,0
Amém Deus cubra benção vcs dê dicertimento pra lidar afronta esquerdista,0
vídeo imundo,1
aguentar olhar cara lavar luladrão,0
Bandido Deus livre capeta carne osso,0
bandido voltar pra cadeia,1
lixo verdadeiro canalha,1
cara de esse falar juiz Moro respeito Devia criar vergonha cara,0
Leva pra junto Adélio louco kkkkkk,0
interna junto Adélio louco,0
rebelde frustar revoltar piores qualidade humano Deus misericórdia,1
Filhos amado aventurar incentivar desordem caos mandar Adélio botar chumbinho cachaça tomar,1
incitar ódio dever prender Poriço,0
Abatam verme,0
PT VERGONHA MUNDIAL VERGONHA PRESIDENTE LIXO CARA CHAMADO LULA RESPEITA NINGUÉM MERECE RESPEITO CONDENADO LIBERDADE PROVISÓRIA,0
Devia prender novamente bandido falar,1
Vagabundo Déspota Demiurgo,0
deus ser repudiar atitude satânico adorador diabo diminar nação levantar amar Deus acima Brasil acima,1
Lula fodase,0
malditar,1
terrorista problemático dizma merda campeãoNojento,1
criança significar assunto secundário assunto importante humanidade acabar CORRUPÇÃO,0
vc críticar Haddad gente pobrinho defender gente rico cagar literalmente pobre s pontinho,1
criminoso aberração,1
calar boca idiota sair idiota vc tar procurar achar,1
lula demôniotem prender novamente,0
dever resistir igual Chile botar fogo luladr STF corrupção ótimo começar patrimônio bosta elequer jogar paulista,1
Larápio canalha,1
maldito prender,0
verme voltar prá cadeia,0
Lula canalha bandido corrupto falastrãar Tristesa iludir ser enganar verme prender incitação violência calúnia difamação Ministro Integro Moro haver levar bandido volta pra cadeia,1
Incitação ódio típico vagabundo Lula Maduro mudar dever ficar encarcerar penitenciária comum né,1
Jamais desistir país canalha convocar abertamente marginal apoiálo revolução suportar polícia oprimir jovem roubar celular tamanho absurdo Brasil crescer potência mundial,1
hora mão seguro porrete chegar tremer,0
Devia vergonha falar palavra honra,0
nojo bandido,1
ladrão Lula país q Stálin antigo URSS 54 ano ir permitir Estamos Bolsonaro,1
Canalha Bandido sangue irmão brasileiro satisfazer ego Bandido,0
homem diabólico,1
nojo ladrao,0
,0
cara dever prender trabalho estar solto bandido perigoso igual Chile Cuidado cobrar venenoso,1
bandido ousar Imagina Bolsonaro falar barbaridade de esse esquerdalha burro caia pau jumento incitar baderna aplaudir pai ser jericó seguidor,1
valer apena marginal repúdio falar de ele penitenciário,0
bêbado falar,0
acabar verme expulsar comunista,0
filho puta guerra Brasilesse cara psicopata prender crápulaisso perigo pra sociedade brasileiro,1
bandido ladrão Lula terrorista conseguir marra maldito STF Brasil STF receber ordem maldito PT Ministros PETISTAS presidente advogado PT,1
presidente mandar traste Chilenao querer Lula estar cansado de ele,1
bandido dever fuzilar,1
bosta q voltar pra cadeia,1
Canalha comunista,0
Lula criminoso corpo alma espírito homem demoníaco,1
Lula lixo,1
cara tar desequilibrado lulalouco,0
luladrão canalha,1
deus acuda Lula incentivar ruim homem nojento,1
deus onrrer governo parabéns perseverança desista Brasil estar Brasil precisar pesso coragem enfrentar militante vermelho,0
verme solto,0
incendiário,0
Recuperar país detonar Anti Cristo,0
Sérgio Moromande prender canalha fazer incitação violência,1
vagabundo so sair cadeia pra cair vomtar pra,1
sério doido,0
vagabundo criminoso,1
deus livre psicopata,0
idiota escutar corrupto PT,1
cara pau desistir atormentar brasileiro sair nome Jesus,1
Vermelha tar bunda de esse verme,0
excremento Escória,0
desgraça incitar ódio,0
ninguém calar imundice,0
criminoso voltar prisão,1
HONRA ÊSSE MERDESTÁ FALANDO,0
SEGURANÇA NACIONAL PRA PRENDER TERRORISTA,0
filho puta vagabundo,1
vagabundo safar incentivar vandalismo,1
ter lutar futuro filho melhoria país voltar força armar salário ajudar combater esquerdalha,0
ta doído rato,1
nojo gentalha esquerda submundo,1
INCENTIVADO GUERRA VOLTA HOMEM CADEIA DEMÔNIO CHEFE,0
Velho maluco botar cadeia,0
terrorista voltar pra CADEIA,1
Lula desgraçar,0
CANALHA dever voltar cadeia segurança grande,0
verme prender verdade tentar revolução país ninguém ver,0
Lula retardar,1
cretino homem dia provar Deus Senhor haver vitória seguir,1
moro colocar bandido cadeia cadêr filho de ele aparecer pra encontrar pai,1
cadeia coitadinho abaixar cabeça Voltou Lula Raiz Medo turma hein,0
velho maldito voltar pra cadeia safado,0
deus nus livrar demônio Lula lulárapio cadeia,0
consigar ouvir voz lularepúdio total cara de ele voz de ele,0
gente enforcar marginal praça público sirva seguidor sujeito marginal terrorista,1
homem demônio,0
lula merda,1
vagabundo desordeiro,1
condenar calar boca,0
Lula tar mostrar cara bandido,1
prá Lula ladrão solto vergonha Brasil,1
gente recuperar país corja Ptralha né abrir porta cadeia pra tirar arquivar processo investigação q soltosinocente BURRO vc hein Lula achar cidadão aceitar VCs volta idolatrar BANDIDO,1
picareta pro inferno verme nojento,1
LULA ladrão,1
pra Brasil,0
Luladrao incentivar violênciaabsurdo sortear lixo,1
Isss Carniça humano Lula,0
prender incitação violência,0
prenda bandido,1
Lula vagabundo safado,1
ir acionar áudio aguentar voz conteúdo dizer carniça,0
q voltar pra cadeia dever saír ameaça,0
filho diabo,1
porra eh diabo,1
palavra pra canalha provocar baderna,1
provar inocência provar atacar Moro,0
74 ano capota,0
canalha livre vergonha,1
loucos adorar idolatrar loco Affffquanta tolice cegueira triste Acorda BRASIL estar Direção Brasil Acima Deus Acima,1
Tá repreendido Lula demônio,0
honra cortar cabeça de esse cobra olho olho dente dente aceitar traição roubo país,0
diabo pessoa ladrão safar,1
deus Misericórdia livrainos mereçar ouvir voz de ele senhor tender piedade nósO cara enlouquecer sede de ele matar muito gente,1
CANALHA FICAR SOLTO GRAÇAS STF COMPOSTO PORINCOMPETENTES METADE RABO PRESO DEFENDER BANDIDOD Q AGREDIR DOM FRASES TERRIVEIS PRESIDENTE MINISTROS BEBADO DECREPTO AGRIDE MINISTRO MORO PALAVROES ACONTECE DAÍ INVESTIGAR MINISTRO STF NAO Q DEMOCRACIA ETA,0
mete bala em esse bandido To vcs,1
pra ter emudecer canalha ladrao safar lavar chamar boca pra falar moro,1
condenar chamar ministro palavra ofensivo dever preso desacato autoridade muito coisa,0
espantar Bandido falar jeito autoridade fazer Pq blindagem Lula,0
calhorda ter força Brasil hoje,0
imundice,0
Loucopsicopatasem noçãoseu ehr gradesinflamando rebelde nação morar ir Bolívia Cuba militante despatriados,1
desgraçado incentivar guerra civil exército ficar olho bandido q cadeia partido incentivar guerrilha pilantra miserável,1
com si entendero homem zombar cara justiça brasileiro jeito fazdá nojo tipohomem irritantesem noção lula ladrão,1
q bandido,1
canalha Covardes Destruíram país roubar descaradamente importar nação buscar próprio interesse doente controle custo recuaremo vencere ser envergonhar,1
BANDIDO LADRÃONUNCA eraprar ser soltopois VAGABUNDO CAPACIDADE TOMAR CONTA GALINHEIRO IMAGINA PAIS ACORDA BRASILNOSSA BANDEIRA VERDE AMARELA VERMELHA COMUNISMO,0
lixo nocivo paz saúde nação,1
Bradileiros acordar comunista,0
prender sujeito,0
desgraçado Luladrãomas Chilee BOLSONARO,0
Luladrão encardido cara insuportável desistir Louco Ridículo,0
deixar indivíduo solto pensar q falar oq recole grade liberdadeMoro esperar oq,0
bandido tirar cadeia volta pra,1
Deixar ladrão solto baderna,1
dê força pra demônio cair esquecimento,0
precisar voltar cadeia onrrar concerto país derrui temo seguir exzemplo Bolívia expulsar país embusteiro merda kkk,1
ir varrer PT país Estamos junto querra país jamais ser Venezuela,0
prender maluco,0
58 milhão Brasileiros votar Bolsonaro bandido achar dono país,1
jogar lixo volta cadeia,1
ir continuar lutar pra defender país bandidosbom vídeo,0
provar Prezidente chefe faquicao criminosso Reubou matar daquio país inteiro casar sapo devolva dinheiro saquear Destruiuo d,0
LSN CORJA VAGABUNDOS,0
olhar vídeo vagabundo esquerda país Gostaria vir ser enganar,1
Rapaz ladrão vagabundo moral lixo falar MORO HOMEM DIGNP HONRADO,1
Deus motivo sobra verme voltar jaula,0
trevoso sair cadeia estigar ódio revolta caus Brasilmas conseguiráDeus comando presidente,0
podridão limite pessoal BOLSOASNO,0
levantado capeto,0
pra pra iferno,0
Bandido gay enrustido Pedófilo merda,1
desgoverno eitor Bozo ter defender indefensável,0
deus subhumano putrefação,0
cvcarde combinar expediente,0
Tropa virtualQue comédia esquerda,1
burro outro palhaço rir pq vcs ser taxar,1
vergonha falso profetapolítico bandido,1
Marquinho gostar verbo espancar mmm,0
pastor RATO,0
Sepulcro caiar,0
pastor endomoniado,0
Feliciano sujo carniceiro,1
homem Deus diabo,1
pastor mequetrefe incentivar violênciasó falar asneiravá trabalhargosta aparecer,0
lixo bom chorume lixo bosonarista,1
bancada,0
colocar satã pastor Feliciano bandido,1
vergonha senhor envergonhar evangelho Cristo,0
Típico fariseu,0
cara de ele demônio,0
pastor demo,0
Deuso homem falar Jesus hipócritar,0
cara nao prender,0
pastor deputado ridículo,0
falso moralista pasator Satã,1
baixar bola Demoníacoesse deserto ideia vc chamar cabeça serviço eleitor convocar milícia profunda inferno,0
CAPIROTO cansado derrota resolver atacar fantasiar pele líder religioso infiltrar Igrejas frequentar gente fé Vejam quanto pregação ódio ira maldade luxúria apego dinheiro falar dinheiro sair boca gente CAPETA eLETRÔNICO rádio tv Twitter Facebook Instagram WhatsApp Fake News Belzebu Lúcifer Leviatã amador de eles,1
pastor inferno,0
pastor miliciano,0
chamado crente demônio né,0
Bandidagem puro,0
petê desfocar gado,0
safado criatura ser evangélico pedir pastor expulsar indivíduo ver pessoa Deus pregar discórdia pegar dinheiro público colocar dente sorriso congate pobre passar fome indivíduo tar imagine ser covarde,1
falso profetaIsso soubeNunca gostar cara,1
pavor cara,0
falar representante Cristo congresso mequetrefe caralho,1
Palavriado atitude adequado pastor Jagunço cafajeste,1
Pastorzinho meia tijela,0
Jesus servir hora tirar dinheiro incauto,1
vagabunda pastor vergonha,1
Assustador Demoníaco,0
Bahia chamar CRENTE CU QUENTE,0
Cara,0
Bancada evangélico kkkkk bandidagem morar,0
bandido pastor sujeito,1
público aleluia amém etc privado falar espancamento virtual hipocrisia de esse falso cristão doer osso,1
Odeio lixo Universo encarregar espancalo ninguém precisar tocar,1
pastor hiena,0
Olha cristão Deveriam lavar boca sabão atestado falar Cristo,0
falar Deuse enganar Hipócritas Criaturas treva,0
Deus ta ver pregar esperar inferno comar muito bosta ferver diabo pastorposso desejar pra caralho,1
bicha enruster,1
so lixo usar bíblia palavra Deus pavão misterioso emenda Jurista,1
tropa virtual,0
acreditar integridade homem cheio falso moralismo,1
cara tar pensar dinheiro Jesus Bíblia falar de esse falso profeta,1
pastor diabo,1
precisar trato,0
Toma vergonha crente safadoe achar aplaudar maldito,0
pena pessoa falso profeta líder religioso bora atacar alguém nome Jesus amém,1
Maracutaia,0
Bandido disfarçar pastor,0
milícia digital real estrago democracia brasileiro,0
DEJETOS BOLZONARISTAS,0
celular de esse pessoa terminar 666 serviço besto Volta Jesus,1
pq considerar enviado Deus cara patético,1
bando safado bandido,1
Marginal alta periculosidade,0
Bandido bão bandido matar né,1
pastor viver pasto,0
bandido,1
Cabra safado escroto,0
Feliciano vagabundo charlatão ficar falar fazer coisa usar nome Deus dizer cristão pena eleger bosta acrescentar Câmara deputado,1
Fariseu malditar,1
pastor bandido,1
Bancada evangélico podre,0
pastor capeta enganar ninguém,0
abaixo estatura caráter,0
cristão,0
facista racista homofóbico vivo política Vc representar,1
falso cristão novidade dentadura vaidade,1
Cidadão pastor exemplar contém ironia,0
evangélicopior ser pedra arremessar igual bumerangue prezar divirtase veneno,0
cara de esse morrer pq diabo concorrência,1
nojento,1
bandido nojento,1
cristão,0
Ato criminoso decoro ética confirmar áudio confirmar punir exemplarmente ato criminoso,1
verdadeiro homem Deus SQN,0
Cara pau Covarde pastor capeta,1
feio q cretino q mau caráter criminoso ficar impune simples Deveria lei q punice parlamentar moleque,1
Baixe bola miliciano virtual Fake News,0
eleger político estirpe,0
chegar inferno diabo expulsar,1
muito sujeira gentalha ordinário ficar falar Deus Deus,0
Jesus tá vermelho vergonha de esse pastor rs quanto cidadão né,0
Essetem q sair armário sair ficar,0
mau falso profeta espalhar ódio pessoa admirar gente,1
besta cara,0
gente asqueroso,1
Vagabundos Brasil precisar,0
absurdo Deus Homem nojento,1
atual governo vergonha raça chupim,0
nome Deus diabo falar,1
maricona safar,1
Feliciano político nojento atualidade,1
Brota eu mano mano verme,0
bancada evangelico nome Deus vao fachada pra encobrir verdadeiro podridao carregar coraçao so,0
Feliciano prestar,0
ouvir amém Eh medíocre cara,0
gente achar pessoa conseguir zé ruéla cara superar,1
pura hipocrisiadepois coragem bíblia subir altar igreja pregar sermãoisso tar igual sepulcro caiar vazio achar cheio Deus,0
nojo demônio,0
boanosso país tar hora meteoro cair explodir políticosque,0
ser STF existir pra queum infeliz deputadotem cassar urgente pastor capeta,0
lindo né marcofelicianooficial pastor gato enterro,0
Lixo falar nome Deus demônio,0
cretino usar mesmo boca falar amor Deus triste pessoa iludir profano,1
vagabundo safado golpista pastor cao,1
pastozinho ordinário purgatório Dante fogo funil enorme pra deixar,0
financiar MILICIANOS BOSTANAROS Jair PROLE PODRE BANDIDOS,0
cidadão fdp,0
podridão gente,1
Deus ir parar quadrilha,1
pastor diabo nojento dissimular arrogante,1
pessoa horroroso imbecil retorno lei,1
olha gentebraço direito Satã,0
falar bolsominio culpa esquerdablablabla,0
pastor gostar dinheiro alheio crápula,0
nao argumento Vc covarde,1
corja safado Nojo,0
Marcos Miliciano,0
dormer dia colo capeta Jesus nao corja nao,0
criatura deplorável,0
falso pastor Brasil cheio de ele,1
pastor demônio,0
pastor demônio,0
bandido pastor bóia Frota durante 2 ano,1
nojo imagem de ele,0
cara criatura Olha cara criatura pra,0
pq de aí pastor,0
máscara tar cair Lula Livreeeee,0
lixo humano motivo afastar igreja criança,1
Homem disfarçar enganar,0
Milícia máfia,1
pregar dever amar Bando hipócrita governo idiota,1
