text,hate
@user eu não quero mais ser sapatão plmds fey kkk??,1
cogitando começar a vender umas calça jogger,0
"""precisamos operacionalizar buscar o ministro do tse onde ele estiver e trazer sem aparecer"", escreve, na véspera do encontro, célio faria, então chefe do gabinete pessoal de bolsonaro e que se tornaria ministro da secretaria de governo em 2022.",0
@user eu tenho me surpreendido mais pela quantidade de hétero nesse esporte,1
@user vai almoçar cecília,0
@user ela ficou tão estranha ruiva ??,1
@user ditadura nunca mais e isso quer no brasil escola particular e fácil ir mais.numa pública,1
me tira daqui so tem bicicleta aqui atrás link,0
kkkkkkkkk du brava xingando o ppovo so pq elogia o corpo dela kklkkkkkkk não aguento,0
@user amo fazer o dia de diversas pessoas,0
@user kkkkkkkkkkkkkkkkkkk cara para de ser assim ????,0
"governo lula deixa ‘acabar’ insulina e, desesperado, compra produto da china sem licitação ou registro na anvisa link",0
e deixo me tratarem pelo fem mas eu odeio que me tratem pelo fem odeio ser visto como mulher me dá um desconforto danado,0
melhor sensação de tds é ver o poder q vc tem sobre a pessoa,0
chamar a thaís igual eu chamei a tia boca de sacola,1
@user @user @user sempre está tudo prestes a quebrar... foi assim no 13º salário foi assim a cada aumento real do salário mínimo... vida que segue!,0
slk o menino olhando eu twittando aq slk e ainda tava mexendo no twitter tb,0
"@user ele pagou seu ingresso da deixa em off sua branquela, tem q agradecer só",1
essa mulher é pirada link,1
"o sorrisinho dela cara, vsf q coisa linda",0
@user is a criminal link,0
meu amorr link,0
@user tobias é a cura pra doenças que ele mesmo causa em mim jxosksowksosks,0
ninguem resiste a esse sorrisinho dele e sinceramente eu nao julgo ??,0
"hoje é aniversário do meu melhor amigo da vida toda né , daí eu fiz o texto como de costume, daí ele respondeu de uma forma , que eu mandei iiiiii de gay kkkkkkkkkk que ódio gente porque eu sou assim",1
@user fora que ainda tem plaquinha do youtube,0
dando play pela primeira vez no renaissance ????,0
como pode o vernon ser tao bonito q odio,0
"@user @user é cristão ou bolsonarista, as duas coisas não combinam. é engraçado ver os comentários abaixo do seu tweet pessoas falando do presidente argentino que não cuidou do povo. são os mesmos que votam e defendem bolsonaro, o presidente das 700 mil mortes, do negacionismo da pandemia.",0
eu odeio frio,0
"@user adivinha? natanolisccp, seu vídeo está pronto. está cuidando da sua mente? link",0
"trouxe tb, vários sabores , uma leveza p minha vida??",0
"pois pra mim, você é uma besta mitológica com o cabelo pixaim parecida com a medusa.",1
@user @user você não esquece o batman né,0
@user @user @user i vote #rm for #artistaasiatico at #secawards eu fico extremamente triste durante/depois das minhas crises de border,0
num é que pegaram bolsonaro? poutz! link,0
alguém me arranja um emprego em sp,0
"@user como se a imprensa fosse foda em mercado, um mais burro que o outro, espero que quando a petrobras quebrar vcs lembrem que foi o governo e a imprensa que apoiaram isso seus idiotas úteis, o bolsonaro avisou!??????????????",1
@user @user boiola,1
@user pede a bolsonaro seu amigo,0
@user queria kakakakakka,0
@user @user o 4 poder.. financiado pelo p..,0
"@user o ataque criminoso feito à primeira dama michelle bolsonaro não tem precedentes!?? pagar contas que não chegam a mil reais por mês está sendo tratado como crime! defendam a michelle, ela salvará a direita em 2026, anotem! por isso eles a atacam! link",0
só de imaginar as possibilidades que o mundo tem pra mim isso me dá vontade de continuar correndo atrás de tudo,0
até que enfim eu achei o pdf do livro,0
@user acha ....??,0
"@user vergonhoso....se bolsonaro tivesse cometido crime já estaria preso,resumo não tem crime algum....100% bolsonaro!!!",0
jurei tudo e te dei nd,0
eu vou passar mal demaaaaais link,0
tadinha da leo jjkkkskkskksk link,0
@user disseram na minha dm,0
@user deus tem seus preferidos,1
@user compra e manda pra mim,0
@user @user há 1270 aprovados aguardando convocação. temos um pedido de apenas 201 convocações. precisamos aumentar o número de candidatos convocados para que a pf não fique sobrecarregada. @user @user @user @user #pormaispapiloscopistaspf #somos1300 ? ????,0
"@user se eles negarem será mais um dia normal pra mim pq eles smp negam rs, a globo n ia postar isso atoa baseado em mente de caprichete, tá rolando e muitoooooo",0
heitor luiz link,0
"eu sou o erro que dá certo, a raiva que cê quer por perto, quer sentir ódio, mas só sente amor",0
"eu com o manto do bayern, me passa uma mulher com outra camisa deles. é o tal do gigantesco",0
seria capaz de qualquer coisa hoje pra proteger a mara pqp que ódio,0
@user desenrola viu ?,0
"nossa mas sempre morro de rir quando dizem que o meu querido só quer pq tá de olho no dinheiro da minha querida, juro, esse argumento sempre me tira boas gargalhadas",0
mossoró tá mais fria que natal,0
haku shota eu fe amo demais serio link,0
"“quem chega nas regiões em que tudo é ausência? o que fazem quando ocupam todo o espaço? ‘caminhando com os mortos’ é sobre o fogo capaz de queimar celeste em tapuio, outras mulheres no brasil e tantas bruxas ao longo da história da humanidade.” – @user",0
demora ums 80 anos a chegar o autocarro,0
@user @user @user no governo bolsonaro o pobre ganhava auxílio. no lula ele perde auxílio. cadê os 145 bilhões da pec da transição? link,0
@user @user @user @user @user tem que desenhar e explicar o desenho pro retardado pq a pica do bolsonaro na frente dele não deixa ele ver,1
@user @user mkkkkkkkkkk coe muito bom,0
meu deus que vergonha de fazer outro ser humano assistir o pisca ?? link,0
para os amigos das energias verdes link,0
só matando a bárbara pqp,0
"a minha relação + longa acabou num rocky ass place mas mesmo assim eu reconheço que ele foi bastante bom em certos aspetos ele sempre me ajudou com cenas da esquizofrenia, se eu estivesse com paranóia eu sabia que o podia acordar a meio da noite pra dar check na casa e me acalmar",0
"@user não vejo nada de errado com o sexo antes do casamento, contanto que não atrase a cerimônia.",0
"@user @user e o bolsonaro que arrotava santidade , ele e sua mulher na época das eleições viviam nas igrejas , hoje em dia sequer são vistos passando na frente. $ervos do $enhor ????????",1
@user veiiiii aaaaaa kkkkkkkkk,0
@user se fode,0
@user esse processo de ódio pelo pt foi muito bem construído pela direita conservadora!!! simboraaaaaa agora @user é o nosso presidente! faz o l!!! #simboraagoralulapresidente genocida! janones na cpi!,0
"@user ih, sonhou o que?",0
@user acionem o manicômio!,1
"o poupa tempo de bangu lotado, consegui ser atendida em menos de 30 minutos e fui embora, senhor eu sei que tu me sondas",0
@user mas quem está sendo investigado por gastos ridículos é o bolsonaro . o lula pode gastar quanto quer e como se não houvesse amanhã !!!!,1
finalmente trazendo meu tumblr de volta a vida,0
não posso fazer essa trend dos partidos q já votei pq lembro q em 2018 eu estava fazendo campanha pro bolsonaro,0
"@user @user @user siim, é gostosinho tipo uma amofadinha",0
"que ódio, eu quero ir pra casa",0
se for mentira eu vou rir muito,0
@user ja ja ja que risa me da !!!,0
@user eu sou um psicopata meigo hahaha,1
e a gente reclamava da eventim,0
@user sempre foi não ? kkkkkkk,0
tô em pedaços menor...,0
não tô confortável com a minha aparência mas meus amigos colocaram minha autoestima lá no céu. eu amo tanto eles!,0
liberar o everton é pura burrice link,0
"@user @user assim vale a pena claro, mas tem que ter dinheiro demais tá doído",0
@user @user @user pesado,0
"minha vocação é herdeira ou esposa troféu, mas num deu ???? link",1
"vo me mata, não é possível",0
cassaçao do dallagnol link,0
@user pos na.,0
"ai fiquei triste dms agr, mh prima descobriu câncer q ódio dessa doença maldita",0
eu nunca venci tanto na vida!! não tô acostumada,0
"@user quem votou em bolsonaro e tá lendo isso, cala a porra da boquinha, chega no posto e diz: ""prezado frentista, quero pagar o mesmo preço da época do bolsonaro atrelado ao dólar. obrigado"".",1
"petrobras anuncia redução na gasolina, diesel e gás de cozinha link",0
"@user @user @user pedindo demais. ofereço quarto f*dido empoeirado com rachadura na parede que a água passa em dia de chuva, é pegar ou largar",0
"@user paraaa, eu tô cheia de coisas pra te contar, que ódio de vc",0
@user @user bhaaaa joice. fofoquera agora?,0
"porque quando 'cê me viu, seu brilho sumiu...sua noite acabou, passar vergonha ao vivo é pouco pra falador!",0
"@user @user se eu soubesse que seria tão maravilhoso, teria apertado 13 também!!!!! melhor escola é a escola da dor, do ódio e da sensação de impotência. quem sabe o maldito pobre aprende que essa laia não ajuda ninguém além deles mesmo!!!!",1
eu to puxano meus cabelo link,0
@user muita experiencia de palco ela é foda,0
@user po esse cara é uma piada kkkkk incrível como ele tá sempre fora da realidade,0
"eu sou totalmente adepta a educação respeitosa, mas tem algumas coisas que não queremos que as crianças ""passem"", que no fim, causam um problema maior no futuro, quando não tem ngm pra blinda-las e resolver tudo por elas.",0
boom dia ??,0
@user @user ?????????? ai que ódio,0
@user @user 5 anos pro novo teaser,0
não sei como explicar o tiro que levei link,0
agora só falta 1,0
esse itinerário só tá me deixando é mal,0
"@user eu ainda n dei block mas acho q ta mto perto de chegar o dia em que darei, a editoria eh mto baixa",0
@user ótima notícia e divulgador sequer resiste a um exceptio veritatis se chamado às falas..,0
@user sertanejinho goxtosunnnnn,0
todos os meus problemas agora eu vou falar que é pq não tá tendo show da day e isso me deixa meio doida e com abstinência,0
eu amei as primeiras imagens de é assim que acaba. é uma mistura da colleen com a mãe dela. adivinha? o livro é sobre elas. link,0
em seis minutos terei a melhor ou a pior experiência da minha vida,0
eu posso ser chata mas eu tb acho essas meninas muito chatas... a gente já terminou a escola a gente não precisa ser amigas. fica forçando um negócio sabe.,0
"odeio ta me justificando para as pessoas algo que n deve, oh ódio.",0
nossa que ódio desse site,0
eu carregando a ruth pra tds as minhas ideias malucas ??,0
"@user chora mais gado chora mais, defensor de bandidos",1
vencendo guerras ganhando emblema pousei nos olhos e no baby hair daquela morena,0
@user e você tinha dúvidas???? tu arrasa!,0
eu perco tudin nesse dilsinho. se tem um homem que me quebra é ele! ??,0
te dedicaria todas as músicas de amor e te daria todas as flores possíveis,0
@user vou te chamar no pv ??,0
"não é verdade, mas você pode fazer com que seja me contratando e me deixando um pouquinho mais perto de ser rico!",0
@user 2023 e o povo exaltam o cara que morreu literalmente pq tava traindo kkkkkk não da não daaaa,0
@user se foda,0
to apaixonada pqp louis do ceu link,0
perdi tudo no “eu mudo” ???? link,0
@user parabéns becks ??????,0
"lei de acesso à informação foi ""estuprada"" pelo governo bolsonaro, diz lula link presidente aproveitou o ensejo de comemoração dos 11 anos da lei de acesso à informação para criticar a prática de sigilo do governo anterior",1
@user @user seu cérebro foi perdido onde?,0
"ontem eu tive que escutar gente falando que ainda bem que ele tinha saído do got7 pq parecia que ele tava mais feliz gente???? o grupo saiu da empresa, todos juntos. não teve disband. que ódio cara vsf link",0
@user menos do felix,0
"@user ""já bateu a meta de hoje?"" kkkkkkkkkkkkkkkkkkk",0
boa sorte pra todas as dreamzetes,0
"@user a partir do momento que partilhas fotos de modo a contribuir para mais humilhação e degradação do carácter de alguém por mais que essa pessoa já tenha errado, não te torna melhor que ela. na minha opinião perdes qualquer moral para criticar o que devias realmente criticar.",0
fds nadson ovo desenha link,0
he’s cool and all mas chamar de bilionário é abusar ?? link,0
@user @user isso não pode acontecer,0
@user ainda bem se não tu acordava em uma piscina,0
as palavras nunca voltam vazias.,0
@user @user oii pq vc sumiu irmãozinho?,0
"@user toma hormônios, faz cirurgia, deforma todas as suas características expressas pelos cromossomos xy e quer crescer p cima de uma xx original.",1
2 anos já sem o bueninho ????,0
canela de homem ?? canela de mulher ??,0
"@user propaganda é isto ... e vem destes esquerdistas desesperados. se fossem pessoas honestas, comparavam com a irlanda, pois todos sabemos que a irlanda entrou ao mesmo tempo que portugal para a cee, recebeu as mesmas ajudas que portugal, mas agora, nem querem fazer comparações.",1
essa putinha do cact,1
@user eventualmente a libido tambem morre,0
"esses dias eu estava surtando pois acabei um livro enorme em duas semanas e eu tava sem mais nenhum, li outro em pouco tempo agora tô ficando louca pq quero outro",0
braveza tardia e inútil jogando para plateia: bolsonaro afirma que vai processar o petista lula link,1
@user difícil dms amg kkkkkkk,0
"que pagina merda, fica aparecendo essa porra pra mim (block link",0
@user @user @user esses caras estão num delírio coletivo de um ansibolsonarismo psicótico. eles simplesmente não se permitem reconhecer um mérito sequer do governo bolsonaro e ficam repetindo essas narrativas idiotas para si mesmos para se convencerem de q fizeram o certo em demonizar o bozo.,1
@user @user @user não importa a camisa....ronaldo é ronaldo,0
@user seu namorado tora gay entao,1
n da kkkkkkkkkkk essas mina rende muito??,0
q sdd de mim link,0
@user mesmo sendo a pior ainda consegue ser a segunda melhor,0
@user ainda bem que vc é só pobre,1
"gastos em dinheiro eram feitos para proteger bolsonaro, diz defesa link",0
@user pelicans,0
@user que odio pedro bana amo vc !,0
te odio pq te amo tanto,0
@user exato,0
faltam 103 dias para a farofa da jay mello link,0
@user hahahaha! bora ver o celular do luladrao e da gang petista? esses não podem?,1
@user ué mas o seu governo o bolsonaro matou tanta gente na covid destruiu tantas famílias e o sr. foi conivente e tem sua mão manchada de sangue das famílias que o sr ajudou a matar,0
"como se tem confiança numa vitória hj se nosso goleiro é pior que minha avó no gol?? se os caras vão na cara do gol e não faz, se temos tiago maia e vidal no time,? e acima de tudo sem pedro?? não dá pra confiar mano.",0
acho tão gostosinho qndo alguém diz q ta com saudade de mim,0
@user @user kkkkkkkk fluzao esgotou todos os jogos da libertadores,0
qual thread de gintama vcs quererm?,0
@user bom dia gatao,0
"@user isso é uma piada nacional. vc quebrar o planalto = terrorista você roubar o brasil= descondenado, anjo, presidente, quase um deus e inocente. agora o lobo vai cuidar os ataques da matilha. que vergonha. viva o stf! viva bolsonaro viva lula viva o capitão cueca! link",1
@user deixa de ser gay,1
depois desse fds eu posso dizer com ctz q homem tem mais fofoca q mulher,1
esse cara tem que ser cassado e preso link,0
"@user link isso é atitude de quem se diz, uma mulher de deus? explique madame, roubo em sua religião não é pecado?",1
@user mas que ódio kkkk,0
acordei do jeitinho que a clínica psiquiátrica gosta,1
@user gente nem lembrava mais desse querido,0
"@user @user você é um gênio em cara, deveria ser ministro da fazenda, sabe demais. fala tudo com uma certeza que até impressiona.",0
"amor e ódio andam lado a lado, a linha é tênue",0
"???????????é a pants premium care?? - fralda pampers pants premium care m 124 unidades ?? r$ 151,11 em 3x com recorrência ?? compre aqui - link #fralda #promocao #desconto #promoc conheça nossos grupos de promoções link",0
todo mundo mente pra mim que odio,0
@user deve ser aqueles neymar ve meu fixado,0
@user quem é vica maria clara,0
@user e se fosse vc trabalhar? kkkkk,0
@user kkkkkkk n consegui ficar acordado,0
@user por ele eu faria todas as caridades do mundo,0
@user que ódio juro,0
"joaninha safadinha e sem coração, me tacou um pé na bunda, me deixou na mão",0
não sei se tenho psicológico p passar por essa situação novamente.??,0
@user kkkkkkkkkkkkkkkkk o cara meter que o normal é o fluminense passar o carro por causa de um resultado no último jogo do antigo técnico que ja tava mais fora do que dentro é foda kkkkk,0
"egua me ódio q esse pnc bagunça c todo mundo, mas ninguém pode retrucar q ele fica putinho",0
@user fluminense 2-0 (cano 2x),0
@user yessssssssss a maior ! link,0
@user pica gelada meu deus que ódio,0
"não tem nada que me cause mais ódio do que alguém mandando 300 áudios enquanto tô escutando música, pqp.",0
eu e a @user link,0
que tristeza. ela cometeu suicídio enquanto pesquisava sobre as atrocidades que o japão cometeu na china. isso depois de receber discurso de ódio e ameaças de japoneses nacionalistas. um absurdo o tanto de japonês que passa pano pras merdas que seu país cometeu link,1
? regional 6411 | mira sintra - meleças (14:08) - caldas da rainha (15:55) atrasado 6 min.,0
habbo br renomeou o produto 'nft_h23_vintaque_desk'! #habbo #hhbr vintaque desk nft_h23_vintaque_desk desc,0
@user a cara dele ja diz tudo.... pamonha e picareta,0
@user tomara kkk,0
@user o nome dela vai ser: bolsonaro pq ele é imbrochavel,1
@user q isso cara,0
mais um cafetao link,0
@user @user esse já bateu paizão pra cima,0
@user papo de 12:00 e nada ainda,0
queria apostar corrida com os cara do flora e cultura,0
mais tarde tem champions,0
que inferno to torcendo pra ser atropelada hoje,0
@user estou entre decretar e ficar na minha casita. desmame vai ter q ser na prox,0
@user @user kkkkkkkkkkkkk que ódio,0
"mano, se eu estou passando mal pelo o nct dream, eu acho que vou morrer quando for exo :')",0
@user como assim a gente não vai?????,0
@user a escolha da foto ??????,0
"@user cuidados mínimos ambientais não matam o cidadão. só q poucos se importam.sou a favor de multas pra quem joga lixos nas ruas,esquinas, esquinas das escolas, que deixa móveis nas ruas. infelizmente há um grupo q só entende qdo dói no bolso.",0
fa de literatura os piores link,0
"?? smart tv neo qled 43"" 4k uhd samsung qn43qn90b - bluetooth, usb ? [loja: amazon] ?? por r$3.039,06 à vista ou em até 10x de r$ 319,90 + frete grátis prime ?? acesse: link link",0
fui sair da sala e professor perguntou na frente de todo mundo se eu não ia ficar e prestar atenção link,0
"pra não trocar os nomes, eu vou te chamar de amor",0
@user @user ué.. qual sua junina?,0
"foda é que não seria a primeira vez, ele é minha mãe são super invasivos, um dia ele baixou um apk do whatsapp do pra olhar meus status, aí ele printou tudo, e dps jogou na minha cara, na frente da minha escola, pra todo mundo ver, ao invés de procurar ajuda psicológica pra mim link",0
"@user @user não querido, eleitor não é obrigado a botar em quem não quer para cumprir cotas. vocês quadrilheiros não podem pagar m pugnar mandatos de pessoas que foram eleitas pelo povo só pq seu partido não cumpriu cotas.",1
@user @user sou incoerente mas falo fatos,0
@user esse ano ta bem fraco... devo ir no sabado na paulista pra sessão de filme e quebrada queer. e domingo fico em casa mesmo,0
ser abraçado sem pedir é tão ????????????????????????????????,0
"minha cabeça tá explodindo , vou tomar um remédio e almoçar",0
#sp1 vereadores e políticos em geral nunca precisam fazer manifestação pra aumentar seus salários...já quem segura a barra consegue algum benefício com greves ou similares.,0
"??tove lo lançará sua nova música “i like you” nesta sexta-feira, 19 de maio. ansiosos? link",0
@user @user velho de 26 anoskkkkkkkkk novidade,1
"o brasil voltando, o brasil se reorganizando, faz o l! grande dia! ?????????????? link",1
"todo dia esse motorista do shopping recife querendo frescar pro meu lado, na próxima eu xingo até a próxima geração desse idiota",0
"@user que claudinho cara mas ta bem sim, ta no caminho.",0
@user i vote #rm for #artistaasiatico at #secawards japão,0
consegui ingresso pro show do nx zero p0rr4444444444444 aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,0
"@user ou primeira ne, não sei quem vai tirar minha paz",0
@user @user entt não se pode assistir nd que tenho super heróis ou coisa do tipo kkkkk,0
@user era só se aposentar. 6 meses com luciano huck iam tá implorando pra ele voltar.,0
"@user agua, luz e internet (internet é obrigatório visto que nao tem r$ pra gasolina ou passagem signigica que o trabalho é home office) ele quem vai pagar pra quem optar por seguir esse plano?",0
"sou muito boba mesmo, que odio",0
que livro foi esse que vocês leram sabe,0
@user todos prontos e morrendo de medo ??,0
@user @user toyota era patrocinador do evento. é reconhecido pela fifa. chora mais alto.,0
"na escuridão, surgem nuvens vermelhas link",0
video novoooo link,0
obrigado a todos os que me deram os parabéns hoje… caíram na trolagem do pintarolas,0
a ali fazer inseminação e engravidar com os óvulos da emily ????????????????????????????????,0
e eu que sonhei essa noite com enchente link,0
"@user vai comer só arroz, ovo e miojo com esse valor kkkk",0
@user mas o problema não era o bolsonaro seus oportunistas de ??? faz o l fdp,1
"@user toda desgraça que gerou bolsonaro, começou com esse senhor e sua perseguição a josé dirceu...",1
@user qualquer um dos dois,0
hj falaram que minha pele está linda. deve ser o ódio e a raiva que eu passei ontem kkkk,0
"reformulado, programa de sócios do @user já tem parceria com @user diretoria do clube também estrutura squad de influenciadores. #marketingesportivo #futebol #comunicaçãoemarketing link",0
@user @user eu a 1 hr atrás ??,0
eccellenza calabria 2022-2023 editada a partir da rede do cia. de processamento de dados do estado da bahia - prodeb link,0
"@user em breve, tô só procurando o padrinho ??",0
que ódio dessa puta,1
ele é um pretinho tão lindo ????,0
"abre a mão, fecha e da uma segurada",0
a parte mais difícil de empreender é saber cobrar o valor do seu esforço! sofro demais com isso link,0
curuuuuzes link,0
fodase ? link,0
@user como um cu nu meio duma festa o bixo éh arrojado é,0
sinceramente eu prefiro mil vezes estudar em casa do que ver essa professora falando e falando além de que ela aterroriza a gente falando que se a gente não fizer tal coisa a gente reparte de ano e não passa no enem,0
tive que usar vpn pra acessar o patreon lol,0
@user de volta ao passado: link,0
@user com dia caca ??????,0
próxima jornada #lmbp @user ?? martes 16/05/2023 ??play ball?? link,0
tamo ganhando tudooooooooooo chupa l…… ??????????????????,0
"devia ter comprado esfoliante lá em monte verde tbm ,q ódio única coisa q faltou no kit",0
ai que saudades deles ?? link,0
"os canais q eu assistia série no telegram caiu tudo, olha que ódio para o pobre mais uma vez",0
"hoje eu to com tanto sono, vim pro trabalho só pensando no quinto dia útil…",0
pensei que ia ser tranquilo,0
"estava lendo #royalfic e tipo mano as vezes eu queria ser uma personagem desse livro só pra dar um tapão na cara do jay, falar o quão cruel ele foi com o meu homem (vulgo jungwon)",0
@user que hrs ela vai dublar?,0
"#censo @user | fiz!!! rápido, importante e bem elaborado. link link",0
@user @user i vote #rm for #artistaasiatico at #secawards minha mãe e os meninos,0
@user @user kkkkkkkkkkkkk quanta copas tem o feminino? só sabem lacrar e não jogam nda. pelo teu entendimento de futebol da para entender a lacracao.,1
"@user e esse exposed? prendam o bolsonaro! lembrando que tem de dividir os valores por 13, por conta do décimo-terceiro! link",0
oficialmente especialista ?? rqe em mãos ??,0
"tô fazendo tanta live, que sonhei fazendo live e ganhando muito presente kkkkkk",0
"@user @user sim, além do que os fãs beyoncé na maiore são haters da rihanna.",0
@user e o pior que ele acha que tá grandão hahaha,0
proximo album vai ter letra do sunghoon estou sentido,0
e se eu não conseguir passar na faculdade?,0
cadê os heteros?? 51 980393253 chama lá #pintoaward #pintosaward #pintoawards #pintosawards,0
"vou ser legal e ainda fico como a errada , tem que ter paciência",0
@user o aumento dos custos foi em boa parte nesses projetos novos de preparação e não do que já era operacional. preço do gás já tá em queda e deverá aliviar aqui e até mesmo nos eua pra início de operação. ebitda da empresa mensal já tava girando por volta de 60 a 100m por tri!,0
agora: pix do nubank fora do ar link,0
@user serio,0
@user e fedido,0
queria apagar alguns tweet como eu faço isso?,0
"michelle, se seu marido era pao duro, você não devia ter resolvido isso, com o nosso dinheiro. o bolsonaro dizia, que te dava 5 mil reais por dia, como você fala que ele é pão duro? conta outra aí vai!",0
@user amém,0
não deixam nem a gente ser feliz por um turno completo,0
pior é o meu com o sobrenome do meu ex kkkkkkkkk ?? link,0
24 mas sonhando com a juventude link link,0
só diz que é minha em cima da cama,0
@user @user um dos positivos é ver liberal e gamer chorando,1
@user @user não paro pq n quero,0
"como pode ficar 2h na academia e só ter feito cinco exercícios e 30min de cardio, tô cada vez mais convencida q preciso aumentar meu tempo de treino pra 3h",0
"@user listo, shorycoi! descargalo aquí link",0
"""saiba quem se candidatou pra tal vaga"" tomanocu linkedin que tenho mais o que fazer",0
@user @user sabedoria e compreensão nao leva ngm a nd o bglh é odiar cada dia mais ate criar coragem de matar link,0
"contrariando as convenções de ser adulto, eu adoro almoçar com colher quando a comida permite",0
@user capitalismo é quando....,0
"ano passado fui desapegada com meu celular no juca e gravei nd, esse ano meus melhores amigos q lutem vo fzr vlog",0
"@user @user é um processo, sair do fundo do poço é demorado e doloroso.",0
"o brasil é um eterno ""tomara q dessa vez seja diferente""",0
@user partiu aomosar,0
@user felicidadessss???,0
queria comer peixinho com molho de camarão ??,0
"???? segundo o jornalista stephen a. smith, damian lillard está tentando se juntar ao brooklyn nets! link",0
@user olc gordinho kkkkkkkkk mt mal,1
"@user desculpa, mas a gaga nunca tentou ser de outra etnia só pra poder cantar r&amp;b quando tudo o que girava era hip hop e r&amp;b link",1
"a felicidade delas não tem preço, elas merecem de mais ???????? link",0
"que ódio, cpt.",0
@user @user que teatro inútil. os brasileiros sabem que vcs são covardes,0
"@user @user @user @user nesse caso precisa, mas vai ter chance de comprovar a origem desse dinheiro.",0
"@user @user é como dizia minha vó sigam o dinheiro e o fedor e os fascistas serão desmascarados. tá na hora, tá na hora, tá na hora do jair já ir em cana... sem anistia e sem perdão bolsonaro fascista e seus cúmplices corruptos na prisão... tic tac tic tac tic ... bichos escrotos ...",1
viciado em dar q+flash link,0
"eu amo cozinhar, mas pqp cada comida que eu queimo, ou dá errado kkkkkkkkkkkk",0
eu odeio o fato de que isso vai acabar ano que vem ??,0
ai eu vou ter um treco di verdade link link,0
"@user se eu aguentar até o final, vou direto para o cardiologista",0
@user imagina ela com visto e ta pegando voo pa ver o querido em miami,0
"@user @user pobrezinho ,o cérebro já era.",1
amor q posses sao essas link,0
?? veio ai! comeback do p1harmony será lançado dia 08/06. anotem na agenda!!! link,0
"@user acorda brasil: a economia do pais está indo para o abismo rápido. empresas e investimentos estão saindo do pais, empresas e lojas estão fechando e gerando desemprego em massa, miséria. o pais precisa ser salvo desse péssimo governo de esquerda. fiscalizem antes que seja tarde.",1
@user ódio,0
aí mim mato link,0
@user sempre vence !,0
@user vai ficar querendo,0
@user a cada vídeo parece mais irreal tô te falando,0
"china afirma estar preparada para ""esmagar"" independência de taiwan - link link",0
@user @user os melhores??,0
esse álbum de 40 anos do daniel tá ficando cada vez mais lindo ??,0
@user apareceu no meu tiktok,0
@user deus e mais pvt,0
"@user números parecidos em um time menos organizado e em menos partidas, sendo mais protagonista.",0
@user @user + nenecarvalho7,0
@user eu tenho vergonha de falar os starting 5 de alguns jogos q eu vi do meu time kkkkkkk,0
quem não ta torcendo pro butler ou pro jokic é mal caráter.,0
"@user @user achei que o entretenimento iria diminuir depois que bolsonaro saísse do governo, pelo visto não",0
"@user amg eu pedi a m, ficou giganteeee e olha que eu n sou magrinha",0
@user bah vamo te q tá indo então,0
"mas tudo é no tempo de deus realmente, tudo no tempo dele.. as vezes ele te faz passar por coisas que você pensa que jamais iria enfrentar e ele te coloca ali pra vc vê de perto??",0
@user o cara é literalmente o segundo melhor jogador ofensivo e defensivo do time com 28 anos. essa torcida é inacreditável.,0
"a paridade já tinha morrido ano passado. bolsonaro, assim como fez no teto de gastos, manteve o nome, mas instituto já não existia na prática. ou preciso lembrar que se trocou 3 vezes (apenas ano passado) o presidente da estatal? link",0
@user a realidade paralela que esses caras vivem é assustadora cara de verdade.,0
@user 0x67fe9cfaa0b85d7bc17349e7a9f933cff813af8e,0
"exemplos gritam!nunca tive dúvidas do pr bolsonaro.fui testemunha disto. muita espuma e números pífios.seria salutar abrir todos.parabéns fábio,pois quem não deve não teme. posso até ser induzido à erro mas a história será implacável ao demonstrar a verdade. sempre foi assim. link",0
tão perfeita ?? link,0
mn que ódio responde ana,0
"queria ver a freen ganhando a categoria dela, mas tenho que sair agora que ódio #???????xkazzawards",0
"tem alguem querendo que beso vire um hit na vila mariana, to ouvindo pela 5 vez seguida o som vindo do além",0
"consegui quebrar meu lip tint, que palhaçada",0
amor da mjnha vidaaaaaa link,0
@user paulooooo,0
@user acho que eles estão desesperados pra sair na frente,0
"a última coisa q comi foi um pedaço de bolo do meu irmão, pq ne aniversário e desde então to passando mal q odio",0
"mano reservei a merda e ele n ia pra prox etapa, eu vou me mataaaar",0
socorro kkkkkkkkkkkkkkk link,0
#sbtrj o rio está uma guerrilha urbana,0
"@user @user @user não existe corrupção, desvio, falcatrua, sem a anuência ou ajuda de servidor público ou agente político. nunca houve, nunca haverá. tem que se precaver é disto.",0
"nos livramos não só de um governo desumano, mas de um governo racista. para uns, picanha, para outros, pescoço de galinha. bolsonaro genocida! link",1
oq me deixa impressionada é q eu to literalmente fznd uma faculdade de como compreender tudo que a esquerda radical diz e como atuar nas politicas sociais capitalistas para amenizar 1% do lixo que vivemos,0
@user o drgão é mt demais aaaaahhh,0
@user me arruma 3 mil aí,0
"@user @user pandemia e guerra que o próprio bolsonaro inventou, né louca?!",0
@user o máximo que deu foi isso ???? decepou o braço da coitada mas pelo menos tirou o braço do segurança link,0
mds eu tô uma safada,0
"@user se fuderam, tô nem aí pra vcs, que venham mais vazamentos como esse",0
"""elena... sonhei com você essa noite..."" eu quero acabar igual elena.",0
"@user @user não tenho. sou mulher e não capacho. ver se aprende a respeitar. ah, quase esqueci, vc é comunista e comunista não tem respeito por ninguém.",1
"mano do céu, que cheirinho bom que tá vindo da cozinha, pqp",0
