mensagem,odio
LSN CORJA VAGABUNDOS,1
olhar vídeo vagabundo esquerda país Gostaria vir ser enganar,1
Rapaz ladrão vagabundo moral lixo falar MORO HOMEM DIGNP HONRADO,1
Deus motivo sobra verme voltar jaula,1
trevoso sair cadeia estigar ódio revolta caus Brasilmas conseguiráDeus comando presidente,1
podridão limite pessoal BOLSOASNO,1
levantado capeto,1
pra pra iferno,1
Bandido gay enrustido Pedófilo merda,1
desgoverno eitor Bozo ter defender indefensável,1
deus subhumano putrefação,1
cvcarde combinar expediente,1
Tropa virtualQue comédia esquerda,1
burro outro palhaço rir pq vcs ser taxar,1
vergonha falso profetapolítico bandido,1
Marquinho gostar verbo espancar mmm,1
pastor RATO,1
Sepulcro caiar,1
pastor endomoniado,1
Feliciano sujo carniceiro,1
homem Deus diabo,1
pastor mequetrefe incentivar violênciasó falar asneiravá trabalhargosta aparecer,1
lixo bom chorume lixo bosonarista,1
bancada,1
colocar satã pastor Feliciano bandido,1
vergonha senhor envergonhar evangelho Cristo,1
Típico fariseu,1
cara de ele demônio,1
pastor demo,1
Deuso homem falar Jesus hipócritar,1
cara nao prender,1
pastor deputado ridículo,1
falso moralista pasator Satã,1
baixar bola Demoníacoesse deserto ideia vc chamar cabeça serviço eleitor convocar milícia profunda inferno,1
CAPIROTO cansado derrota resolver atacar fantasiar pele líder religioso infiltrar Igrejas frequentar gente fé Vejam quanto pregação ódio ira maldade luxúria apego dinheiro falar dinheiro sair boca gente CAPETA eLETRÔNICO rádio tv Twitter Facebook Instagram WhatsApp Fake News Belzebu Lúcifer Leviatã amador de eles,1
pastor inferno,1
pastor miliciano,1
chamado crente demônio né,1
Bandidagem puro,1
petê desfocar gado,1
safado criatura ser evangélico pedir pastor expulsar indivíduo ver pessoa Deus pregar discórdia pegar dinheiro público colocar dente sorriso congate pobre passar fome indivíduo tar imagine ser covarde,1
falso profetaIsso soubeNunca gostar cara,1
pavor cara,1
falar representante Cristo congresso mequetrefe caralho,1
Palavriado atitude adequado pastor Jagunço cafajeste,1
Pastorzinho meia tijela,1
Jesus servir hora tirar dinheiro incauto,1
vagabunda pastor vergonha,1
Assustador Demoníaco,1
Bahia chamar CRENTE CU QUENTE,1
Cara,1
Bancada evangélico kkkkk bandidagem morar,1
bandido pastor sujeito,1
público aleluia amém etc privado falar espancamento virtual hipocrisia de esse falso cristão doer osso,1
Odeio lixo Universo encarregar espancalo ninguém precisar tocar,1
pastor hiena,1
Olha cristão Deveriam lavar boca sabão atestado falar Cristo,1
falar Deuse enganar Hipócritas Criaturas treva,1
Deus ta ver pregar esperar inferno comar muito bosta ferver diabo pastorposso desejar pra caralho,1
bicha enruster,1
so lixo usar bíblia palavra Deus pavão misterioso emenda Jurista,1
tropa virtual,1
acreditar integridade homem cheio falso moralismo,1
cara tar pensar dinheiro Jesus Bíblia falar de esse falso profeta,1
pastor diabo,1
precisar trato,1
Toma vergonha crente safadoe achar aplaudar maldito,1
pena pessoa falso profeta líder religioso bora atacar alguém nome Jesus amém,1
Maracutaia,1
Bandido disfarçar pastor,1
milícia digital real estrago democracia brasileiro,1
DEJETOS BOLZONARISTAS,1
celular de esse pessoa terminar 666 serviço besto Volta Jesus,1
pq considerar enviado Deus cara patético,1
bando safado bandido,1
Marginal alta periculosidade,1
Bandido bão bandido matar né,1
pastor viver pasto,1
bandido,1
Cabra safado escroto,1
Feliciano vagabundo charlatão ficar falar fazer coisa usar nome Deus dizer cristão pena eleger bosta acrescentar Câmara deputado,1
Fariseu malditar,1
pastor bandido,1
Bancada evangélico podre,1
pastor capeta enganar ninguém,1
abaixo estatura caráter,1
cristão,1
facista racista homofóbico vivo política Vc representar,1
falso cristão novidade dentadura vaidade,1
Cidadão pastor exemplar contém ironia,1
evangélicopior ser pedra arremessar igual bumerangue prezar divirtase veneno,1
cara de esse morrer pq diabo concorrência,1
nojento,1
bandido nojento,1
cristão,1
Ato criminoso decoro ética confirmar áudio confirmar punir exemplarmente ato criminoso,1
verdadeiro homem Deus SQN,1
Cara pau Covarde pastor capeta,1
feio q cretino q mau caráter criminoso ficar impune simples Deveria lei q punice parlamentar moleque,1
Baixe bola miliciano virtual Fake News,1
eleger político estirpe,1
chegar inferno diabo expulsar,1
muito sujeira gentalha ordinário ficar falar Deus Deus,1
Jesus tá vermelho vergonha de esse pastor rs quanto cidadão né,1
Essetem q sair armário sair ficar,1
mau falso profeta espalhar ódio pessoa admirar gente,1
besta cara,1
gente asqueroso,1
Vagabundos Brasil precisar,1
absurdo Deus Homem nojento,1
atual governo vergonha raça chupim,1
nome Deus diabo falar,1
maricona safar,1
Feliciano político nojento atualidade,1
Brota eu mano mano verme,1
bancada evangelico nome Deus vao fachada pra encobrir verdadeiro podridao carregar coraçao so,1
Feliciano prestar,1
ouvir amém Eh medíocre cara,1
gente achar pessoa conseguir zé ruéla cara superar,1
pura hipocrisiadepois coragem bíblia subir altar igreja pregar sermãoisso tar igual sepulcro caiar vazio achar cheio Deus,1
nojo demônio,1
boanosso país tar hora meteoro cair explodir políticosque,1
ser STF existir pra queum infeliz deputadotem cassar urgente pastor capeta,1
lindo né marcofelicianooficial pastor gato enterro,1
Lixo falar nome Deus demônio,1
cretino usar mesmo boca falar amor Deus triste pessoa iludir profano,1
vagabundo safado golpista pastor cao,1
pastozinho ordinário purgatório Dante fogo funil enorme pra deixar,1
financiar MILICIANOS BOSTANAROS Jair PROLE PODRE BANDIDOS,1
cidadão fdp,1
podridão gente,1
Deus ir parar quadrilha,1
pastor diabo nojento dissimular arrogante,1
pessoa horroroso imbecil retorno lei,1
olha gentebraço direito Satã,1
falar bolsominio culpa esquerdablablabla,1
pastor gostar dinheiro alheio crápula,1
nao argumento Vc covarde,1
corja safado Nojo,1
Marcos Miliciano,1
dormer dia colo capeta Jesus nao corja nao,1
criatura deplorável,1
falso pastor Brasil cheio de ele,1
pastor demônio,1
pastor demônio,1
bandido pastor bóia Frota durante 2 ano,1
nojo imagem de ele,1
cara criatura Olha cara criatura pra,1
pq de aí pastor,1
máscara tar cair Lula Livreeeee,1
lixo humano motivo afastar igreja criança,1
Homem disfarçar enganar,1
Milícia máfia,1
pregar dever amar Bando hipócrita governo idiota,1
Imundice termo,1
pra malandro igreja política negócio outro importar grana,1
terrivelmente evangélico,1
covarde argumento defender,1
horror Cruzes,1
miliciano feliciano mesmo,1
máscara cristão cair vc sentir fogo inferno,1
Covarde inútil Lixo parlamentar,1
deixar taxar mãe,1
mafiosobandido,1
absurdo gente escrupulo,1
cara pastore charlatão,1
financiar ódio presidente corja,1
Governo administração artificial viver manipulação resultado merda,1
esquerda ficar discutir quebra decoro caber impeachment cassar entender guerra estar perder falor revolução levar porrado esquerda,1
Bagaceiros,1
cristão pero mucho homenzinho né,1
amigo capetão capeter,1
Bandido igreja vergonha conseguir falar Deus,1
verdadeiro vergonha evangélico católico remontar amor cara vil preconceituoso,1
nojo corja,1
nojento pilantra picareta pastor,1
Maldito desgraçar pastor merda haver queimar fogo inferno Terra,1
vergonha política lixo país,1
Governo demônio,1
bancada evangélico envergonhar verdadeiro cristão deixar enganar tratamento dentário terminar,1
pastor figura operetar,1
homem Deus Desculpa Deus,1
milicia digital To olho,1
ficar impune cassação pra desprezível,1
filho puta Deus cramunhão,1
nome JesusHomen bemhonrado Lixo,1
cristão passar miliciano esconder religião política usar nome Deus político enojar pedir cassação mandato,1
nao valer,1
nojo de esse lixo,1
fazer bom gentalha,1
lixo,1
mau outro lixo,1
cara débil,1
sujeito escória política brasileiro ser otário igreja de ele roubar adorar jamais eleger nojo imbecil,1
demônio evangélico,1
ninguém sujeito falar acontecer,1
ehr fervoroso evangélico eh hipocrisia chamar,1
cristão nojo,1
pastor perverso,1
Cretino Crápula Escroto,1
projeto homem representante Igreja absurdo gente,1
aberraçao natureza lixo,1
pastor merda,1
nome Demo,1
qie feio pastor diabo,1
religião elegeur capeta parar Acreditarsó acreditar Deus,1
outro cassar,1
Diabo existir atender Marcos Feliciano,1
filha puta,1
cara ter Preso,1
filha puta cristãos Cristãos merda vergonha gente,1
capeta Hahah,1
endiabrar dente pagar imposto pestilento,1
homem representante Deus falar assimE piorar BURRO achar homem merecer crédito,1
poxa sair armário passar raivinho,1
pastor cidadão,1
horror deus Sr cristão mandar espancar Jesus descer incineraram Pastor,1
pastor bosta,1
Gângster cafona raça ruim figura patético,1
Feliciano asqueroso desprezível,1
meliante categoria mentiroso falso facínora tosco vulgar parasita sociedade pário congresso rêmor oportunista oca hipócrita podre obcecar,1
PSL envolver atrocidade,1
sofrimento pra corno,1
esquerdopatas verme catalogar,1
parabéns pastor tomar vergonha cara,1
disgraça falar pastor,1
anjo pra entender vc achar troxa eleitorado,1
Baita bichona enruster,1
asco pessoa exercer política contribuir debate atraso,1
evangélico envergonho lixo sair pregar Deus amor incentivar ódio,1
nenhum prestar barbaridade,1
Marco Enrustiano,1
Babacas Luciano HAng financiar palhaçar,1
escroto,1
bandido,1
reunir expulsar pastor estelionatário igreja bandido,1
Tá bagaceira país merda,1
Cidadão igual nojo,1
Imagine sujeito ser cristão evangélico,1
Jesus demônio seguir Deus salvar país ser demoníaco Marco Feliciano,1
Socorro Socorro imundo,1
Tira nome Jesus boca,1
falar asneira outro disseminar discórdia farinha saco gritar Pega ladrão ficar irmão,1
CRETINO COVARDE CAPACIDADE ENCARAR RANDOLFE,1
Gentalha hipócrita Fariseus falso cristãos quadrilheiros,1
atitude postura pateta Kkkkk,1
educação completo negação Parabéns envolver,1
retrato fracasso educacional país,1
Babaca,1
valente fracassar completo imbecil 40 pessoa discordar de ele kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1
perdedor,1
Paulo Freire nenhum país mundo copiar modelo deseducação esquerdista safar,1
dúvida educador estar entrar piores escola mundo Horrível,1
esconda mau caratismo profissão Inútil,1
deus livre,1
ate hj enter eleger idiota invés umhomem culto,1
petista liberal Pqp,1
inútil retrato Jaiminho Paulo Freire,1
Vc prova lástimo educação Brasil,1
rascismo cabecario cacar mandato,1
Aproveite nave p inferno Leva amigo junto,1
professor burro pra,1
escrever direito professor jumento,1
Múmia paralítico,1
presidente presidente caralho 4 Bando idiota Idiotas útil,1
precisar voltar aula pra aprender escrever rascismo jeito certo vc eh mentira,1
foto mesmo merda,1
acreditar trocar professor miliciano,1
bar hipócrito,1
achar q mandato perder egocentrismo Vá Deus p PSDB,1
Desculpem pessoa resto importar fez valer junto,1
achar,1
Gente ta dar vergonha defendar elegi respeitemse amor trabalhar elegeur mimimi ta nojento,1
gente vc pessoa vídeo dizer Havan filha Dilma vc saber mesmo amigão entendar verdade sujo falar lavar Brasil Podre,1
LULU JOYCI TRAIDORES JUDAS SATANÁS,1
achar Carla baixar combinar vc colocar ficar,1
zambelli vc apoiar presidente tô contigo joissi q lasquar paranoia mentira de ela,1
vcs rabo prender conseguir parar vcs acordo inacabar política continuar sujasó mudar esquerda pra pena,1
Voce horrível cansar querer passar rasteira Joice inveja matar saber Carla,1
Carla Zambelli ridículagrow up,1
karma catarismo,1
comentário pra Dona pig,1
Luladrão ministro ministro miojo durar minuto cargo,1
Joyce ter vida apolítico longo poder enganar ganância próprio colega confiar em ele,1
PSL virar galinheiro,1
fazer pra escrota,1
Senhores Nobres Deputados pensar colocar em esse trono guerra vaidade envolvido Nação Brasileira Agradece,1
Brigando mamadeira Mimmimimimimimimi aprovar zambelli vcs safadeza jardim 3 escola,1
cachorro morrer mordeprecisamo td cuidado Capiroto,1
horror traidor Nação arrogância egocentrismo,1
máscara traidor Joice Falsemam durar,1
TOLA MESQUINHA ARRUINADA,1
asno aplaudir TAXADOR,1
chora kkkkkkk chorar ódio kkkkkkk,1
traíra inejoso,1
Ridícula briguinha ser dar crescer voltar trabalhar Brasil,1
Joice igual MULEQUE NEMMEM,1
,1
,1
zinha TRAÍRA,1
Lula prisao Lula ladrão,1
Carla ridículo briguinha vcs qdo acabar recreio creche saco cheio vc Joice dever unido pra derrubar PT ficar briguinha bobo,1
Joice traíra tomar cú,1
ridiculo mancar,1
vergonha vergonha,1
Joice relegar ostracismo,1
Mmmm farinha saco,1
ver Sentir senhora horrível futuro,1
Pepa Pig Pinguço,1
Briguinha feio Deviam agregar pessoa contrário saber qqr tentativa colocar cabeça agua abaixo ate saber diferente pt nome envolvido corrupção saber bastar PSL dececionar zambelli,1
farinha sacoNao importar traição,1
Joice traidor,1
ce rapulas ai,1
Triste cachorrada ser amiga lutar pra tirar país mão PT entrada politica erro decepção,1
vcs zambelli parecer menina mimar trabalhar pra colocar vcs pára palhaçada,1
Lider miojo kkkkkk,1
Carla ser alto ibope traíra,1
defender perante eleitor Bolsonaro Parecer criança birrento aff Credooo,1
tar feio dever conclave psl trancar sair sobrar tiver decente pra seguir psl ruim ua legenda aluguel ficar pior deputado imaturo PT agradecer,1
BOSTAS humano,1
Brasil ñ pensar pessoa Patriota bosta,1
zambelli DIGO BRASIL TÁ MUDANDO TRAIRAGEM COMBINA FIDELIDADE,1
Pepa espírito ruim Mula Deus ajudar ficar altoa ficar Bemtá lMinha mãe dizer caso de ela Mula Beijão pra vc Carla estar vc bom congresso,1
zambelli gostar trabalho adimirar bom remédio ignorar joicehasselmann merecer perda acabado,1
de ela tá guardado,1
mulher perigoso olhar pra perceber,1
ir comentar ladrão FdaP jogar Pedras,1
megera vulgo joice decepçao tivemosse elegeur 200 deputado senador governador graças BolsonaroEu defender tudograça DEUSele revelar oportunista esmoleiro voto empregadinha subserviente piada querer concorrer presidencia republica Kkkkkkcom Bolsomito indicar,1
Joice juda esquerdista,1
Pepa dar tiro pe kkkk,1
Carlade traíra estar saturado,1
ess joice traidora ganhar costa presidente trair,1
ir trabalhar Ficar picuinha ajudar Brasil esquecer cobra siga frente,1
Vagabunda Joice safar,1
Joice dia louco,1
Carla ser ficar ridículo Comparação exdrúxular Brasil coisa importante pra ser debatir,1
pra eu bandido ladrão traidora igual juntar caso atraer Kkkkkkk,1
podre lider filhote mimar respeito voce nao existir,1
Desiquilibrio total,1
desacreditar falso 3 real,1
achar poucopra Joiceos inimigo Bolsonaro Deus abater Deus haver defesa,1
pombo sujo safados,1
Joice querido brasileiro desprezar lamentável,1
fraude Morram,1
so colher plantase ser mandar exorcisar gabinete,1
Herdou desgraca,1
liderança câmara durar X Burguer,1
Ótima Kkkkk cobra hopócrito,1
2 raio parta,1
babaca traidor inútel,1
Enlouqueceu Joice quanta prepotência arrogâncio Joice,1
prestar,1
Carla deixar traidora perder foco missão lutar junto Brasil melhor justo ocupar postagem desnecessário mencionar pessoa acrescentar Luladrão Joice ficar passado negócio aliança Brasil,1
,1
CHEGA CORRUPÇÃO ROUBALHEIRA INCOMPETÊNCIA MALDADE FALSIDADE,1
absurdo Joice vergonha,1
Lula perder ganhar kkkkkkkk,1
Mostre trabalho esforço ser leal elegeu larga TRAIDORA pra baixaria de ela,1
máscara cair esperar estar acompanhar,1
exorcizar sala capeta dar meiavolto,1
joice traidor,1
falso,1
joice tomar cu cretino traíra,1
Tá surtar,1
discutir esquerdista noção,1
,1
dupla personalidade desequilibrar 3 2 1 Hauahuahaua,1
Tá pra demônio,1
raca ordinario nao Ganham fortuna custa dona Zambelli Joice defender Bolsonaro muito ocasioes voces sao vadio desocupar perder fazer provocacoes,1
traidor ver ladrão,1
Joice mente acreditar próprio mentira Triste Triste,1
baixaria vc fazer igual mau,1
queo máscara cair rápido,1
Carla princípio vender vergonhosaNão comparar traíra,1
Joicehasselmannoficial infantil dar tiro péo Eduardo dever candidatar prefeito Paulo ir mexer RAIZ mesmo dizum surro voto,1
difícil pai filha caráter,1
Maldosa heim kkkkk putona,1
Tá explicar Traíras Brasil Tá DNA,1
Lembrando q caráter zambelli loyce diferente zambelli tô contigo Joyce traíra,1
apoiar zambelli farinha saco,1
mesmo LAIA farinha saco maracutaia aaah malar falha OPS MALAFAIA PRO XILINDRO,1
gleisi pra criticar Vc moral pra Vc vir berço corrupção,1
Joice VERGONHA,1
zambelli vergonha dia parecer adolescente trabalhar pra elegeu,1
dia Gorda,1
corrupto canalha,1
cobra pronta bote,1
Pepa fichinho Dick Vigarista,1
carater igualar esquerdista mostrar q sivilizar pronto ajudar presidente Jair Bolsonaro Feliz natal,1
farinha saco,1
traíra juntar esquerda radical 321,1
Joice mania grandeza mau espécie pra eu DECEPÇÃO trair dividir,1
mulher prestar pretensioso traira,1
vergonha Brasil tiro sair culatra querido,1
vaidoso cheio se trapacear puder,1
nojeirase crítico governo falar muito falcidadeesse soberba acabar lama,1
postagem ridículo Carla trabalhar,1
nojo Joice gostar ter dizer pessoa tar víbora,1
merecer traidor,1
nojo política,1
mulher tar louco,1
afundar dia passar peppa pig ir ralo,1
Pegou virus molusc Pepa ta de oidaaaaaae,1
roliça rebelde,1
Força Carla Zambelli traíra Joice envergonhar,1
provar veneno vida andar,1
Joyce surtar,1
Peppa FDP pagar junto canalha,1
derrotar caralho,1
Uai zambelli ter ser osnão Bivaristas achar postagem ter serviço atingir torpe mulher descarar dona vc dever pingo is mostrar Joice partido tar importar,1
Ocupando antro condenar péssimo sinal quase mensagem subliminar,1
Kkkkkkk pior outro mitei,1
tar melhorar petralha espalhar estatal autarquio escola universidade universidade estar falar infestação ir fé pra frente andar,1
gigante adormecer criminosamente petista facista comunista acordar tornar Brasil potencia mundial EUA CHINA RUSSIA BRASIL PROTETOR AMERICA LATINA COMUNISTAS DESTRUIDORES POVOS PAÍSES,1
ESQUERDOPATIA VÊ,1
governo desculper corrupto,1
Gasolina preço surreal mercado coisa caro político rico safar,1
sensacional Aproveito perguntar andar projeto criminalização comunismo aguentar escutar gentalha adorar vêlo enjaular,1
precisar presidente prole parar falar bosta,1
Maravilha Bolsonaro 2022 ir mudar rumo vida trabalho honra honestidade ética total governo ir defender país quadrilha comunista,1
cretino ouver destaque esquerda ladrao Lula falar ódio de ele ódio,1
manifestar garantir democrático quanta hipocrisia manifestação legítimo pra vcs quanta hipocrisia,1
LIXOS esquerda insistir querer enganar pessoa neno esclarecir,1
Alexandre continuar representar imprensa brasileiro de ela pensar desgraça Brasil ser cortar privilégio ter imprensa privilégio governo capacidade qualidade Brasil faze cubano chavista comunista tar dia contar Deus querer zerar desgraça Lula José Dirceu Dilma comparsa sumir mapa igual dinosauro pré histórico,1
Cortei inúmero página oficial comunista entrar em esse grupo campanha comer carne sobrar produtor exportar greve feira,1
PESSIMISTAS ALA CANHOTINHA,1
Alexandre especialista respeito Veio merda globo pra estrelar,1
andar luladr saída sumir molusco pra notícia fdp,1
câncer noblat falar blog de ele tic tac chato Marielle envolver,1
lixo verme podre câncer azar treva morte encostar infeliz infernal noblat falar blog de ele tic tac chato Marielle envolver,1
serpente diabo morte noblat falar blog de ele tic tac envolver,1
besto fera noblat falar tic tac blog de ele envolver corja maligno congresso STF mídia jornalista diabo noblat Fábio panunzio Reinaldo azedo Raquel sheirabosta José Simão George Marques globo enfim perseguir esquerda ter solução intervenção divino Deus ter limpeza corja maligna,1
esquerdalha pIRA,1
mentira fauso,1
motivo de ele levar pé bunda globolixo,1
PETISTA BOSTA,1
continuar negro polonês freiro macumbeiro miss Piraquara,1
racista facista morder costa ter calafrio invejaQue cortar,1
bonito mundo concurso mimimi,1
terra mulher africano bonito trans mulher Surrealismo clássico,1
ter ganhar branca né cara pau,1
ai hipocrisia concurso beleza mulher objeto ok vencedora Negra representante minoria ai relativo,1
véio baú dar show misoginia racismo,1
qq ta estereotipado valer representação veracidade,1
SBT resultado alterar dono,1
comédia ser mulher branco concurso opressor racista homofóbico elitista etc lindo mulher ganhar cor negro concurso justo honesto representar feminazis etc discurso contraditório,1
esteriótipo lipo gordo hj pra vc mulher aceitar vc Kkkkkkkk,1
Negro Branco mulher lindo título merecer Chegar PT dividir povo colar,1
Tipico esquerda convir ai abrir exceção,1
q ruim q ter negro lgbt,1
Farroupilha,1
ser presidente país acostumar pq de aqui dia ser eleger presidente grémio,1
mano Haddad rato kkkk,1
mérito Farroupilha Porongos véio havan ganhar medalha critério recebêla,1
Mérito carniça,1
Garoto pra vc presidente besta cidadão eleger,1
cara trabalhar,1
ir deixar traidora Marta Unir jamais,1
decadente chegar ridículo,1
q RS ta falido,1
pensar chilique sulista facista,1
explicar decadência RS pena,1
Vc realmente competente pra receber caixa 2 milhão reaise condenadoné,1
ministro flopado história LOL,1
dúvida presidente horror,1
Bolsonaro vergonha,1
louco,1
pessoa defender idiotao triste gente sofrer junto pessoa,1
Mauco estrago,1
Gente tar esperar pra tirar Satanás deus,1
PT roubar sobrar,1
Miserável calhorda mentiroso,1
ficar claro Bolsolixo trabalhador modo apoiar miliciano pronto desgraça,1
Falenos roubar dinheiro aposentado knowhow,1
Ei Bolsonaro tomar c,1
desgraça escolher atrazar vida,1
miseravel trabaalhar passar parlamentar so ir baixaria dormir preocupar vencimento ondem,1
capeta ser capeta normal,1
BOTAR SUE BC TIRA TRABALHADOR CU MAE FULEIRO ASSASSINO MARIELLE,1
SeráKkkkvcs mentar tantoparabém Bolsonaro sentar lenha,1
presidente totalmente Perverso incompetente tá Trás desgraça Brasileiro Banqueiro Ministro ser usurpar Quadrilha intitular GOVERNO total Congresso Nacional,1
vagabundo pilantra,1
ninguém cadêr rua merda tirar direito trabalhador ninguém reclamar,1
mentira propagar filha Mentira,1
vôMITO satanás,1
gado aplaudir retirada próprio direitosn pra entender,1
Querida Gleisi Hoffmanninfelizmente acostumado manipular ser políticana religiãoer casa ambiente trabalhomediante prova mau presidente Brasil conseguir mau presidir época Ditadura calhordar chamar Capitão Mito peçar desculpa Diabo chamar demônio,1
parabéns envolvido arminha gritar mito,1
pra votar BolsoNero parabéns vc burro idiota alienar arminha aceitar dóir,1
bandido gostar roubar,1
safado dever roubar votar em ele infelizmente roubar trabalhador,1
BOLSOLIXOS VOTAM NELE,1
desgoverno inferno,1
lixo lixo,1
pra otário q votar em ele,1
continuar apoiar Bolsomerda bando trouxa,1
cara infeliz ruim,1
roubar pagador imposto desviar dinheiro pra canto esquerdo raça maldito,1
beleza governo trabalhador imbecil trabalhador querer,1
miserável entrar presidência pra acabar Brasil classe realmente trabalhar TRASTE COISO,1
Bolsonaro petralhada,1
Vota praga de esse,1
fazer kkkkk Parabéns eleger éssa desgraça,1
Bolsonaro fdp,1
palhaço surpreender dizer parabéns votar despreparar,1
bozo pesadelo pobre TRABALHADOR,1
ALGUÉM PODERIA INFORMAR COISO GENTE DEMÔNIO ENCORPORADO,1
homem CÃO Serhumaninho,1
nojo demónio senhor Deus ti repreendam santanista,1
Deus tirar bolsonaro presidência Brasil homem diabólico tirar direito trabalhador brasileiro Amará inferno Deus bolsonaro,1
rir fazer condenado,1
Deveria descontar votar presidente incompetente bruxonaro,1
sujeito filho Satanás,1
cala bueiro falar merda safada,1
governo golpista,1
canalha roubar pior presidente história,1
merda,1
Mentira Larga mão ser safar Vagabundos criar muito graça,1
patriota queimar amazônia cristão apoiar assassino conter fechada Covarde,1
demônio sair Bolsomerda,1
desgraçado fdp,1
bolsoburro rasgar,1
chorume,1
medida pobre pensar rico botar pra fuder,1
bom Jair arrumar cu pra tomar,1
bandido cair,1
pesadelo desgoverno lixo Bolsofake,1
Kkkkkkkkk idiota ver,1
narizinhovc cansar falar Bolsonarovai coisavc cozinharvai algum comida pro chifrudo maridochifrudo vc amar cachaceiro Bernardo vc qd Curitibafica cela sós,1
corrupto,1
TRABALHAR VAGABUNDOS,1
PAREM ENGANAR BRASILEIROS,1
VCS ROUBANDO,1
manipular gado deputada criar sanciono lei vcs criar esperar democracia parlamentar petista né ficar tentar responsabilizar,1
sujeito Desomano pensar em ele familia delema crer deusdiferente falso deus,1
trabalhador tomar cano,1
Uhuuu ferrar,1
cara furde trabalhador brasileiro votar cara tar lacado kkkkkkk,1
Canalha inútil tomar cú,1
tona cu trabalhador brasileiro votar narcotraficante,1
pra eu surpresa achar idiota votar em ele tô ferrada tbm,1
desgraçado dia saí,1
vcs roubar país inteiro Idiota,1
trouxa perceber,1
Rebentado gente colocar vc acabar pobre,1
nojo votar jegueeeeeeeahhh vc votar FODA_SE pra vc,1
Tomem trouxa trabalhominions,1
Tá difícil bolsonaro demônio,1
Bolsonaro 17 único colocar investigar partido desonesto Brasil Pt ladroe,1
nojento ruim inferno,1
desgraçado canalha,1
lixo verdadeiro crápula,1
votar lixo jamais votar,1
Bolsonaro bandido,1
merdar homem ñ pra bom so fera trabalhador,1
Impeachment presidente urgente corja URGENTE,1
homem Satanás,1
Toma pobre trouxa,1
cara cão carne osso,1
verme parasita,1
trabalhador burro idiota de ele,1
fogo em ele,1
nojento,1
Vagabundo q merecer viver assistir camarote derrota bozo,1
Deveria valer DESGRAÇADOS INFERNOS MINIONS,1
nação,1
olha Gargamel começar atrocidade,1
Tenha vergonha cara falar vcs fazer Brasil falar Lula kkkkk,1
otario Bonsoniho,1
ver burguesinha agradecer maldito,1
q aprender roubar vcs pt vcs mestre,1
Familicia destruir direito trabalhador,1
Alguém freio miserável,1
parabéns pobre,1
filho p volta Lula vc pra consertar,1
anticristo vergonha cara roubar direito trabalhador contrário de ele mamar teta criar projeto desgovernante tirar direito eleitor de ele candidato verdadeiro cara pau,1
roubo PhD,1
ir botar arrombar Pobre fuder,1
Canalha desgraçar,1
PT cena lulaaaa governar 2014 bando idiota,1
Facista MalditoO mau apesar luta empreendir brasil Bolsonarismo continuar tirar direito trabalhador,1
ficar pra comer inferno morrer,1
Ñ suportar palhaçada ñ representar,1
cara canalha,1
gleisi tar doido,1
miliciano bordo pó jato,1
cara nao mae nao maldade corja tambem nao preto estao gsnhando pra maldade brasileiro,1
maldito cretino desgraçar,1
Chupa bandidagem votar cara,1
saber Trabalho viver fartamente custa trabalho alheio ir valorizar Respeitar Trabalha Sangue Suga,1
pouco sentir Bolsotários desempregado autônomo ir perceber impacto economia gente espírito encarnar,1
va burro eleger,1
nojo verme,1
Oras cumprir campanha trouxa gado merecer ferrem tudim,1
bolsolixo canalha,1
dever valer lamber saco de ele,1
peste vida gente dúvida q criatura prestar,1
Ladrões safadooo,1
satanás merecer queimar fogo inferno,1
xupa bolsomions papaguns,1
Bando safar,1
dê ruim fazer recaia 70,1
Infeliz desgraçar,1
porra sera ir ficar omisso merda verme hora boso caralho,1
destruidor futuro,1
PT roubar país inteiro,1
LEI CÃO DEVERIA ATINGUIR VOTARAM VERME,1
DEVERIA ATINGIR VOTARAM VERME,1
encontrar criatura achar capeta torcer coisa ruim,1
q burro Bozo peçar alguém confiança família lógico interpretar q assinar canalha,1
golpista golpista golpista,1
PETISTA TRABALHOU HOUVE IMPOSTO RENDA FONTE SEJA SALÁRIO MENSAL FÉRIAS 13 SALÁRIO D PAGZ QURM GANHA ACIMA R190000 PROPRINA DZ ODEBRECHT PAGA IMPOSTO,1
Kkkkkkkkkkpra vc problema trabalhar atoa mamar teta governamental,1
trouxa,1
enbuste satana nao morrer matar trabalhador inseto repuginante,1
gado gostar pagar tirar féria,1
presentão classe trabalhador votar pra lascar,1
DESINFORMADOS IDIOTAS ELOGIANDO DESGOVERNO,1
Q Coiso imundo,1
mau abuso atual presidente pessoa defer cara ver doente,1
verme ascaroso,1
fazer pra votar traste,1
miliciano peste,1
ei fi rapariga Bolsonaro,1
gente quanto maldade história de aqui 10 ano Brasil ser bom absurdo bolsominion continuar manter culpa PT lobotomia efeito receita bilhão deixar cofre praga fascista usurpar vender prejudicar favorecido empresário fortuna,1
absurdo vc querer falar algum roubar dinheiro aposentado INSS marmiteira,1
rainha fake News atacar,1
q verme sair revogar merda q tar fazer,1
JAMAIS IRIA TORCER BRASIL FEITO PRA VOTOU PEDAÇO ESTRUME VOU FODER CAMAROTE BURROS FODEREM,1
nao adiantar petesar voçeis nao vao atrapalhar nao querir PT tar ok,1
Deus entregar cuidado satanás,1
